Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
35 Hitchcock Street,"315,000",May 2017,"270,000",Dec 2011,,330,Sep 2014,562,97,3,1,2,BreakWater,5
1/51 Tucker Street,"325,000",Apr 2017,"290,000",Jun 2011,,,,261,107,3,1,1,BreakWater,5
13 Tanner Street,"330,000",Apr 2017,"290,000",Oct 2015,,260,Jun 2015,843,122,2,1,4,BreakWater,5
27 Tanner Street,"435,000",08 Apr 2017,"51,400",Jan 1985,1.0,,,766,,3,1,5,BreakWater,5
16 Tucker Street,"226,500",Mar 2017,,,,,,&,,3,1,,BreakWater,5
1/60 Tanner Street,"310,000",Mar 2017,,,,270,Jun 2013,273,,,,,BreakWater,5
1/7 Tucker Street,"245,000",Feb 2017,"180,000",Aug 2010,,280,Apr 2017,642,,,,,BreakWater,5
8 Solomon Court,"280,000",Jan 2017,,,,300,Mar 2017,591,,3,1,,BreakWater,5
5 Hodges Court,"257,000",Dec 2016,,,,,,595,,3,1,1,BreakWater,5
19 Tucker Street,"432,000",Nov 2016,"320,000",Jul 2009,,,,22,138,3,1,1,BreakWater,5
23 Young Street,"247,500",Nov 2016,,,,280,Jan 2018,534,,3,1,1,BreakWater,5
17 Mcallister Street,"305,000",Oct 2016,"230,000",Feb 2011,,220,Jul 2008,557,,3,1,1,BreakWater,5
28 Tanner Street,"350,000",Oct 2016,"131,000",Nov 1999,,,,28,,4,2,4,BreakWater,5
16 Young Street,"346,000",Sep 2016,"227,000",Jan 2012,,,,534,137,3,2,2,BreakWater,5
39 Tucker Street,"305,000",Aug 2016,"177,150",Mar 2008,,,,699,,3,1,1,BreakWater,5
17 Currier Street,"360,000",Aug 2016,"235,000",Jul 2011,,,,540,,3,1,2,BreakWater,5
6/58 Tucker Street,"325,000",Aug 2016,,,,330,May 2016,"1,364",,,,,BreakWater,5
38 Tucker Street,"245,000",Aug 2016,"81,750",Jun 1995,,,,265,,,,,BreakWater,5
1 Young Street,"233,000",Aug 2016,"221,000",May 2014,,250,Jul 2009,572,100,3,1,1,BreakWater,5
7/58 Tucker Street,"315,000",Jul 2016,,,,365,Sep 2020,"1,299",,2,2,1,BreakWater,5
7/55 Tanner Street,"310,000",Jun 2016,"255,000",Sep 2009,,350,Apr 2019,273,118,,,,BreakWater,5
22-24 Leather Street,"1,450,000",May 2016,"400,000",Feb 2003,,,,"4,906",,,,,BreakWater,5
318 Boundary Road,"490,313",May 2016,"365,000",Sep 2012,,"17,160",Dec 2009,"1,200",,,,,BreakWater,5
27 Hitchcock Street,"277,500",May 2016,"210,000",Jun 2007,,295,Aug 2015,552,,3,1,1,BreakWater,5
36 Cosgrove Street,"335,000",May 2016,"300,000",Jun 2009,,,,247,137,,,,BreakWater,5
1/1 Holman Court,"205,000",May 2016,"145,000",May 2008,,250,Dec 2015,88,,2,1,1,BreakWater,5
3/6 Solomon Court,"285,000",Apr 2016,"60,000",Sep 2011,,380,Dec 2020,270,121,3,2,1,BreakWater,5
2A Cosgrove Street,"272,500",Apr 2016,,,,300,Sep 2018,320,,,,,BreakWater,5
3 Young Street,"218,000",Mar 2016,,,,,,534,,3,1,1,BreakWater,5
2/51 Tucker Street,"277,500",Feb 2016,,,,,,214,,,,,BreakWater,5
15 Young Street,"270,000",Feb 2016,"62,000",Dec 1988,,,,539,113,3,1,1,BreakWater,5
35A Tanner Street,"235,000",Jan 2016,,,,240,Mar 2014,262,100,,,,BreakWater,5
19 Tanner Street,"315,000",Nov 2015,"275,000",May 2011,,310,Apr 2013,843,106,3,1,1,BreakWater,5
2/2 Hamilton Court,"290,000",Oct 2015,,,,320,Dec 2016,186,97,2,1,1,BreakWater,5
34 Hitchcock Street,"275,000",Oct 2015,,,,,,639,,3,1,2,BreakWater,5
6 Hamilton Court,"250,000",Oct 2015,"68,500",Feb 2000,,310,May 2018,657,,3,1,1,BreakWater,5
1/22 Apparel Close,"429,000",Sep 2015,"275,000",Mar 2009,,"22,000",Nov 2012,266,234,,,,BreakWater,5
1/2 Hamilton Court,"300,000",Aug 2015,,,,300,Apr 2015,241,97,,,,BreakWater,5
2 McAllister Street,"267,000",Aug 2015,"253,000",Apr 2014,,300,Dec 2017,553,,3,1,2,BreakWater,5
2 Tanner Court,"318,000",Jul 2015,"198,000",Aug 2003,,,,654,,3,1,4,BreakWater,5
24 Young Street,"267,500",Jun 2015,,,,,,534,,3,1,,BreakWater,5
208 St Albans Road,"276,500",May 2015,"219,000",Apr 2010,,,,546,100,3,1,3,BreakWater,5
7 Hodges Court,"270,000",May 2015,"190,000",Jul 2008,,270,May 2011,608,96,3,1,2,BreakWater,5
35 Tanner Street,"355,000",May 2015,"299,000",Jul 2012,,390,Apr 2016,766,,2,1,6,BreakWater,5
5/1 Holman Court,"177,000",Apr 2015,"159,000",Feb 2010,,230,Dec 2017,48,,2,1,1,BreakWater,5
1/6 Keith Court,"219,000",Apr 2015,"79,500",Mar 1989,,,,213,,2,1,1,BreakWater,5
4/6-10 Apparel Close,"261,000",Mar 2015,,,,,,169,,,,,BreakWater,5
7 Young Street,"239,000",Mar 2015,"89,950",Jun 2001,,,,537,,3,1,1,BreakWater,5
198 St Albans Road,"222,500",Feb 2015,"50,500",Sep 1987,,265,Jan 2013,546,97,3,1,1,BreakWater,5
2/6 Keith Court,"212,000",Feb 2015,,,,,,269,,2,1,3,BreakWater,5
16 McAllister Street,"269,000",Feb 2015,"72,000",Jan 1997,,340,Sep 2019,544,,3,1,2,BreakWater,5
27 Tucker Street,"205,000",Feb 2015,"77,000",Feb 2000,,,,518,,2,1,3,BreakWater,5
76 Breakwater Road,"358,000",Feb 2015,"305,000",May 2008,,380,Jul 2020,848,116,3,1,2,BreakWater,5
10 McAllister Street,"245,000",Jan 2015,,,,,,539,104,3,1,,BreakWater,5
60 Fidge Crescent,"270,000",Jan 2015,"168,000",Dec 2004,,300,Jan 2013,554,,3,1,1,BreakWater,5
8/6-10 Apparel Close,"260,000",Jan 2015,,,,,,167,,,,,BreakWater,5
8/6 Apparel Close,"260,000",Jan 2015,,,,,,,,,,,BreakWater,5
214 St Albans Road,"250,000",Dec 2014,,,,,,537,,3,1,2,BreakWater,5
5-6 Industrial Place,"325,000",Dec 2014,,,,,,"1,349",,,,,BreakWater,5
3-4 Industrial Place,"325,000",Dec 2014,,,,,,"1,349",,,,,BreakWater,5
61 Leather Street,"2,100,000",Dec 2014,,,,"35,000",Oct 2016,"7,565",3034,,,,BreakWater,5
3 Industrial Place,"325,000",Dec 2014,,,,,,"1,349",,,,,BreakWater,5
5 Industrial Place,"325,000",Dec 2014,,,,,,"1,349",,,,,BreakWater,5
5/6-10 Apparel Close,"335,000",Nov 2014,,,,,,384,,,,,BreakWater,5
57 Tucker Street,"1,400,000",Nov 2014,,,,,,"3,546",,,,,BreakWater,5
26 Leather Street,"495,000",Nov 2014,,,,,,"2,148",,,,,BreakWater,5
9/6 Apparel Close,"291,500",Nov 2014,,,,,,166,,,,,BreakWater,5
5/6 Apparel Close,"335,000",Nov 2014,,,,,,383,,,,,BreakWater,5
