Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
LOT 717 Dryden Way,"317,500",Dec 2020,,,,,,705,,,,,Highton,15
9 Tuxen Court,"812,000",Dec 2020,"545,000",Apr 2015,,,,705,,4,2,1,Highton,15
20 Larcombe Street,"876,000",Dec 2020,"600,000",Dec 2016,1.0,,,715,155,3,1,2,Highton,15
9 Montpellier Drive,"706,000",Dec 2020,"247,000",Feb 2007,,,,636,,3,1,,Highton,15
56 Dryden Way,"315,000",Dec 2020,"295,000",May 2019,,,,623,,,,,Highton,15
1/2 Glenmire Street,"586,000",Dec 2020,"164,000",Nov 2012,,,,239,,,,,Highton,15
21 St Catherines Drive,"900,000",Dec 2020,"83,000",Aug 1988,,,,671,217,4,2,2,Highton,15
25 Culzean Crescent,"1,365,000",Dec 2020,"528,500",Sep 2012,,,,772,,4,1,2,Highton,15
LOT 712 Dryden Way,"348,500",Dec 2020,,,,,,,,,,,Highton,15
3 Belvedere Court,"841,000",Dec 2020,"178,000",Nov 1997,,,,894,,4,2,2,Highton,15
3 Summerhill Terrace,"705,000",Dec 2020,"547,500",Nov 2014,,,,879,,3,2,4,Highton,15
2 Mulquiney Crescent,"677,000",Dec 2020,"425,000",Apr 2016,,,,442,,3,,,Highton,15
32 St Cloud Court,"889,000",Dec 2020,"515,000",Nov 2015,,,,826,210,4,2,2,Highton,15
24 Mosman Way,"340,000",Dec 2020,,,,,,914,,,,,Highton,15
Lot 4 15 Clearwater Grove,"410,000",Dec 2020,,,,,,,,,,,Highton,15
5/16 Knollbrook Close,"632,600",Dec 2020,"300,000",Jan 2008,,,,514,,,,,Highton,15
48 Oxbow Court,"410,000",Dec 2020,,,,,,832,,,,,Highton,15
Lot/48 Oxbow Court,"410,000",Dec 2020,,,,,,832,,,,,Highton,15
71-75 Rivergum Drive,"2,070,000",Dec 2020,,,,,,"1,613",,3,2,2,Highton,15
22 Homewood Lane,"1,000,000",Dec 2020,,,,,,767,,4,2,2,Highton,15
26-28 Exmoor Close,"1,018,000",Dec 2020,"750,000",Jul 2015,,,,695,,5,2,2,Highton,15
21 Grantham Drive,"946,000",Dec 2020,"195,000",Mar 2009,,,,684,300,4,3,2,Highton,15
1/5 Lansbury Crescent,"690,000",Dec 2020,"510,000",Nov 2012,,,,363,219,,,,Highton,15
9 Shoubra Court,"540,000",Dec 2020,"115,000",May 2000,,360,Sep 2019,678,140,3,1,1,Highton,15
123 Thornhill Road,"810,000",Dec 2020,"248,000",Dec 2013,,230,Dec 2020,"1,104",237,5,2,3,Highton,15
98 Glastonbury Drive,"775,000",Dec 2020,"142,500",Jul 2000,,,,731,,3,2,2,Highton,15
1/13 Patern Street,"785,000",Nov 2020,,,,,,210,,3,2,2,Highton,15
34-36 CRESTMOOR Drive,"886,000",Nov 2020,"155,000",Jul 1985,,,,692,,3,2,3,Highton,15
3/1 Waddington Court,"436,000",Nov 2020,"220,000",Mar 2005,,,,270,101,,,,Highton,15
36 Culzean Crescent,"900,000",Nov 2020,"369,750",Jun 2005,,,,705,181,4,1,2,Highton,15
21 Challambra Crescent,"750,000",Nov 2020,"375,000",Oct 2007,,330,May 2010,658,,3,2,1,Highton,15
9 Sandtoft Court,"741,000",Nov 2020,"365,000",May 2005,,560,Mar 2021,561,,4,2,2,Highton,15
Lot 4 14-26 Basin Rise,"410,000",Nov 2020,,,,,,"2,069",,,,,Highton,15
58 Dryden Way,"297,000",Nov 2020,"270,000",Oct 2019,,,,546,,,,,Highton,15
2/99 South Valley Road,"606,000",Nov 2020,"100,000",May 2012,,365,Mar 2019,783,129,2,2,1,Highton,15
23 Wynfield Drive,"835,000",Nov 2020,"501,000",Jan 2014,,,,789,,4,2,2,Highton,15
1/16 Horizon Court,"587,000",Nov 2020,"400,000",Dec 2007,,480,Apr 2017,302,,,,,Highton,15
26 Remony Avenue,"1,175,000",Nov 2020,"610,500",Aug 2013,,450,Feb 2006,925,282,4,2,2,Highton,15
2/6 Homewood Lane,"520,000",Nov 2020,"123,500",Aug 1997,,235,Aug 2007,333,,,,,Highton,15
122 Mill Race Road,"338,000",Nov 2020,,,,,,783,,,,,Highton,15
37 Fogarty Avenue,"800,000",Nov 2020,"167,000",Aug 2009,,160,Feb 2021,665,218,7,2,2,Highton,15
23 Linton Lane,"1,010,000",Nov 2020,"555,000",Aug 2016,,,,657,,4,2,2,Highton,15
11 Porter Avenue,"595,000",Nov 2020,"244,000",Sep 2003,,460,Dec 2020,589,194,4,2,1,Highton,15
57 Parkwood Drive,"730,000",Nov 2020,"117,000",Sep 2003,,495,Oct 2011,711,221,4,2,2,Highton,15
1/64 Augustine Drive,"480,000",Nov 2020,"257,000",Apr 2006,,,,239,111,,,,Highton,15
5/98 South Valley Road,"375,000",Nov 2020,"215,000",Mar 2019,,,,77,,,,,Highton,15
33 Oxbow Court,"472,000",Nov 2020,,,,,,950,,,,,Highton,15
