,Year,Suburb,Average Sell Price,Suburb_Code
1703,2039,Whittington,631413.6172449477,31
1704,2040,Whittington,642756.7609211393,31
1705,2041,Whittington,654099.9045973308,31
1706,2042,Whittington,665443.0482735187,31
1707,2043,Whittington,676786.1919497102,31
1708,2044,Whittington,688129.3356259018,31
1709,2045,Whittington,699472.4793020934,31
1710,2046,Whittington,710815.622978285,31
1711,2047,Whittington,722158.7666544765,31
1712,2048,Whittington,733501.9103306681,31
1713,2049,Whittington,744845.0540068597,31
1714,2050,Whittington,756188.1976830512,31
