,address,sold,last sold,rent,house_info,land_size
83,11-13 GRAVEL PITS Road,"Sold $650,000 in May 2016","Last Sold $200,000 in Jul 2003", ,House: ,"Land size: 4,920 sqm"
84,70 Foster Street,"Sold $590,000 in 21 May 2016(Auction)","Last Sold $225,000 in Sep 2006", ,House: 3  1  2 ,Land size: 405 sqm | Building size: 120 sqm
85,2B Lonsdale Street,"Sold $400,000 in 14 May 2016(Auction)", ,Rent $430pw in Oct 2017,Townhouse: 3  1  ,Land size: 122 sqm
86,4 Lonsdale Street,"Sold $565,000 in Apr 2016","Last Sold $275,300 in Jul 2008",Rent $465pw in Apr 2019,House: 3  1  2 ,Land size: 487 sqm
87,13 Fyans Street,"Sold $495,000 in Apr 2016","Last Sold $395,000 in Apr 2015(Auction)", ,House: 3  1  1 ,Land size: 69 sqm
88,172 Fyans Street,"Sold $790,000 in Apr 2016","Last Sold $68,295 in Jul 2012", , ,"Land size: 2,400 sqm"
89,10-12 RAPTOR Place,"Sold $335,500 in Apr 2016", , ,House: 3  2  2 ,"Land size: 1,352 sqm"
90,6/38 Balliang Street,"Sold $281,000 in Mar 2016","Last Sold $240,000 in Nov 2012",Rent $300pw in Nov 2018, ,Land size: 65 sqm
91,2/3 Findon Street,"Sold $295,000 in Mar 2016","Last Sold $193,500 in Nov 2006",Rent $220pw in Nov 2009, ,Land size: 146 sqm
92,107 Fyans Street,"Sold $457,000 in 09 Mar 2016(Auction)","Last Sold $255,000 in Nov 2007", ,House: 2  1  3 ,Land size: 650 sqm | Building size: 122 sqm
93,281 Yarra Street,"Sold $360,000 in Mar 2016","Last Sold $220,000 in Sep 2004", ,House: 2  1  1 ,Land size: 293 sqm
94,361 Moorabool Street,"Sold $650,000 in Mar 2016", , , ,"Land size: 1,317 sqm"
95,72A Foster Street,"Sold $525,000 in Mar 2016", , ,House: 3  1  1 ,Land size: 405 sqm
96,1/260 Yarra Street,"Sold $680,000 in Feb 2016","Last Sold $620,000 in Feb 2013", ,Townhouse: 4  3  1 ,Land size: 222 sqm | Building size: 195 sqm
97,297 Bellerine Street,"Sold $620,000 in 20 Feb 2016(Auction)", ,Rent $470pw in Nov 2018,House: 3  2  3 ,Land size: 491 sqm | Building size: 144 sqm
98,268 Bellerine Street,"Sold $450,000 in Feb 2016","Last Sold $115,000 in Jun 1999",Rent $395pw in Jan 2014,House: 3  2  2 ,Land size: 486 sqm | Building size: 142 sqm
99,65 Balliang Street,"Sold $441,000 in Feb 2016", , ,House: 2  1  3 ,Land size: 464 sqm
100,2/10 Foster Street,"Sold $600,000 in Feb 2016","Last Sold $150,000 in Aug 1999", ,House: 2  1  2 ,Land size: 345 sqm
101,51 Little Fyans Street,"Sold $2,740,000 in Feb 2016","Last Sold $401,500 in Jul 2008","Rent $29,000pw in Sep 2008", ,Land size: 882 sqm | Building size: 635 sqm
102,21 Balliang Street,"Sold $550,000 in Feb 2016","Last Sold $157,900 in Oct 1998",Rent $430pw in Aug 2020,House: 3  2  1 ,Land size: 279 sqm
103,42 Foster Street,"Sold $610,000 in 06 Feb 2016(Auction)", ,Rent $480pw in Mar 2019,House: 3  2  4 ,Land size: 575 sqm | Building size: 127 sqm
104,3/3 Findon Street,"Sold $292,500 in Feb 2016","Last Sold $189,000 in Nov 2006",Rent $260pw in Mar 2016, ,Land size: 148 sqm | Building size: 71 sqm
105,4 Turner Place,"Sold $385,000 in 30 Jan 2016(Auction)","Last Sold $96,000 in May 1998",Rent $340pw in Apr 2016,Townhouse: 2  1  1 ,Land size: 149 sqm | Building size: 80 sqm
106,3 Turner Place,"Sold $385,000 in Jan 2016","Last Sold $307,000 in Nov 2014",Rent $275pw in Nov 2011,House: 2  1  1 ,Land size: 145 sqm | Building size: 102 sqm
107,12 Lonsdale Street,"Sold $572,000 in Dec 2015","Last Sold $385,000 in Dec 2006",Rent $360pw in Jan 2007,House: 3  2  1 ,Land size: 487 sqm
108,23 Foster Street,"Sold $435,000 in Dec 2015","Last Sold $70,500 in Jul 1994",Rent $180pw in Apr 2007,House: 2  1  1 ,Land size: 97 sqm
109,294 Bellerine Street,"Sold $325,000 in Dec 2015","Last Sold $220,000 in May 2002",Rent $325pw in Mar 2019, ,Land size: 186 sqm
110,19 Foster Street,"Sold $775,000 in 05 Dec 2015(Auction)","Last Sold $96,000 in Dec 1998", ,House: 3  2  2 ,Land size: 487 sqm
111,6 Gravel Pits Road,"Sold $1,600,000 in Dec 2015","Last Sold $1,200,000 in Jun 2005", , ,"Land size: 7,374 sqm | Building size: 3300 sqm"
112,1/100 Barwon Terrace,"Sold $425,000 in Nov 2015","Last Sold $320,000 in Oct 2010", , ,Land size: 434 sqm
113,177 Swanston Street,"Sold $800,000 in Nov 2015","Last Sold $410,000 in Mar 2012", ,House: 2  ,Land size: 505 sqm | Building size: 155 sqm
114,53 Fyans Street,"Sold $765,000 in 31 Oct 2015(Auction)","Last Sold $144,500 in Sep 1991", ,House: 6  3  1 ,"Land size: 1,010 sqm"
115,1 Turner Place,"Sold $415,000 in Oct 2015","Last Sold $107,000 in Feb 2000",Rent $395pw in Jun 2014,House: 3  1  1 ,Land size: 170 sqm | Building size: 127 sqm
116,120 Fyans Street,"Sold $1,800,000 in Oct 2015","Last Sold $1,680,000 in Sep 2013", , ,"Land size: 1,011 sqm"
117,79 Balliang Street,"Sold $437,000 in 10 Oct 2015(Auction)", , ,House: 2  1  2 ,Land size: 464 sqm
118,6/100 Barwon Terrace,"Sold $429,000 in Sep 2015","Last Sold $200,000 in Aug 2009", , ,Land size: 392 sqm
119,25 Foster Street,"Sold $499,000 in 05 Sep 2015(Auction)", , ,House: 3  1  ,Land size: 486 sqm
120,3 Lonsdale Street,"Sold $625,000 in Sep 2015", ,Rent $525pw in Jun 2020,Townhouse: 3  2  2 ,Land size: 258 sqm
121,24-26 Wood Street,"Sold $850,000 in Aug 2015","Last Sold $240,000 in Jul 2002", ,House: ,"Land size: 11,723 sqm"
122,4/49 Lonsdale Street,"Sold $640,000 in Aug 2015", , ,House: 4  3  2 , 
123,167 Swanston Street,"Sold $535,000 in Aug 2015","Last Sold $480,000 in Jul 2014(Auction)",Rent $250pw in Aug 2004,House: 3  1  3 ,Land size: 504 sqm
124,22 Wood Street,"Sold $2,450,000 in Aug 2015","Last Sold $140,000 in May 1988", , ,"Land size: 11,247 sqm"
125,18 Dowsett Street,"Sold $355,000 in Aug 2015", ,"Rent $25,000pw in Nov 2013", ,"Land size: 1,198 sqm | Building size: 148 sqm"
126,193 Swanston Street,"Sold $406,000 in 08 Aug 2015(Auction)","Last Sold $325,000 in Oct 2011",Rent $330pw in Apr 2015,House: 3  1  1 ,Land size: 12 sqm | Building size: 114 sqm
127,6 Spurling Close,"Sold $366,000 in 01 Aug 2015(Auction)","Last Sold $210,000 in Nov 2001",Rent $350pw in Jun 2015,House: 2  1  1 ,Land size: 227 sqm | Building size: 96 sqm
128,40 Park Crescent,"Sold $393,000 in 01 Aug 2015(Auction)","Last Sold $377,500 in May 2012",Rent $300pw in Sep 2016,House: 2  1  1 ,Land size: 393 sqm
129,1/9 Strong Street,"Sold $422,500 in Jul 2015", , , ,Land size: 445 sqm
130,16 Park Crescent,"Sold $357,000 in 04 Jul 2015(Auction)","Last Sold $97,000 in Dec 1997", ,House: 2  1  1 ,Land size: 265 sqm
131,100 Balliang Street,"Sold $1,017,500 in Jun 2015","Last Sold $355,000 in Mar 2000", ,House: ,"Land size: 2,493 sqm"
132,20 Balliang Street,"Sold $520,000 in Jun 2015","Last Sold $467,500 in Oct 2009",Rent $430pw in Aug 2011,House: 3  1  1 ,Land size: 522 sqm
133,75 Fyans Street,"Sold $310,000 in May 2015","Last Sold $118,885 in Jul 2001",Rent $385pw in Jun 2017,House: 3  1  1 ,Land size: 272 sqm | Building size: 153 sqm
134,161 Swanston Street,"Sold $315,000 in May 2015","Last Sold $215,000 in Jan 2009",Rent $220pw in Jan 2008,House: 2  1  1 ,Land size: 316 sqm
135,138 Fyans Street,"Sold $882,200 in Apr 2015","Last Sold $260,000 in May 1999", , ,Land size: 460 sqm | Building size: 360 sqm
136,32 Maud Street,"Sold $550,000 in Apr 2015", , ,House: 4  1  4 , 
137,260a Yarra Street,"Sold $630,000 in Apr 2015","Last Sold $290,000 in Mar 2012", ,House: 3  2  2 ,Land size: 209 sqm
138,201 Swanston Street,"Sold $316,500 in 11 Apr 2015(Auction)", ,Rent $150pw in May 2013,House: 2  1  ,Land size: 338 sqm | Building size: 86 sqm
139,1/38 Balliang Street,"Sold $195,000 in 11 Apr 2015(Auction)","Last Sold $112,000 in Oct 2005", ,House: 1  1  1 ,Land size: 637 sqm
140,92 Foster Street,"Sold $440,000 in Mar 2015","Last Sold $115,000 in Jun 1998",Rent $320pw in Dec 2014,House: 2  1  1 ,Land size: 405 sqm
141,8 Bowen Way,"Sold $235,000 in Mar 2015","Last Sold $156,000 in Sep 2012",Rent $515pw in Sep 2019, ,Land size: 208 sqm
142,67 Fyans Street,"Sold $340,000 in Feb 2015","Last Sold $238,000 in Sep 2003",Rent $360pw in Sep 2019,House: 2  1  1 ,Land size: 337 sqm | Building size: 91 sqm
143,30 Park Crescent,"Sold $520,000 in 14 Feb 2015(Auction)", , ,House: 3  1  ,Land size: 337 sqm
144,45 Lonsdale Street,"Sold $400,000 in Dec 2014", ,Rent $380pw in Mar 2015,House: 3  1  1 , 
145,1/7 Strong Street,"Sold $845,000 in Dec 2014", , , ,Land size: 540 sqm
146,13 Balliang Street,"Sold $840,000 in 18 Nov 2014(Auction)","Last Sold $360,000 in Feb 2009", ,House: 3  1  2 ,Land size: 460 sqm | Building size: 190 sqm
147,35 Gravel Pits Road,"Sold $717,000 in Nov 2014","Last Sold $200,000 in Jul 2003", ,House: 2  1  2 ,"Land size: 20,345 sqm"
148,2/110 Balliang Street,"Sold $485,000 in Nov 2014", , , ,Land size: 282 sqm
149,3/2 Foster Street,"Sold $245,000 in 18 Oct 2014(Auction)", ,Rent $300pw in Jan 2018, ,Land size: 114 sqm | Building size: 69 sqm
150,36 Foster Street,"Sold $512,500 in Oct 2014","Last Sold $79,500 in Jan 1999",Rent $430pw in Aug 2015,House: 3  1  2 ,Land size: 262 sqm
151,224 Yarra Street,"Sold $253,000 in Oct 2014", , ,House: 3  1  ,Land size: 474 sqm
152,119 Balliang Street,"Sold $1,210,000 in Sep 2014", , , ,"Land size: 1,736 sqm"
153,20 Verner Street,"Sold $721,000 in 30 Aug 2014(Auction)","Last Sold $572,746 in Mar 2010",Rent $450pw in Jul 2008,House: 3  2  3 ,Land size: 486 sqm | Building size: 99 sqm
154,260b Yarra Street,"Sold $275,000 in Aug 2014", , ,House: 3  ,Land size: 270 sqm
155,45 Balliang Street,"Sold $463,000 in 02 Aug 2014(Auction)", ,Rent $390pw in Feb 2018,House: 2  1  2 ,Land size: 283 sqm | Building size: 97 sqm
156,351 Moorabool Street,"Sold $1,400,000 in Aug 2014","Last Sold $238,000 in Jan 1996", , ,Land size: 890 sqm | Building size: 501 sqm
157,22 Lonsdale Street,"Sold $533,300 in Jul 2014","Last Sold $157,000 in Nov 1994",Rent $540pw in Apr 2016,House: 4  3  2 ,Land size: 85 sqm
158,20 Dowsett Street,"Sold $460,000 in Jul 2014","Last Sold $87,500 in Jun 1984", , ,"Land size: 1,198 sqm"
159,1/49 Balliang Street,"Sold $300,000 in Jun 2014","Last Sold $255,000 in Jun 2008",Rent $360pw in Jan 2018,Townhouse: 2  1  1 ,Land size: 157 sqm | Building size: 85 sqm
160,248 Bellerine Street,"Sold $481,350 in Jun 2014","Last Sold $455,000 in Jun 2010",Rent $450pw in Feb 2013,House: 3  1  3 ,Land size: 473 sqm | Building size: 184 sqm
161,17 Verner Street,"Sold $475,000 in Jun 2014","Last Sold $380,000 in May 2007", ,House: 2  1  1 ,Land size: 486 sqm | Building size: 86 sqm
162,121 Fyans Street,"Sold $507,000 in May 2014", , ,House: 2  1  1 ,"Land size: 1,019 sqm"
163,254 Yarra Street,"Sold $465,000 in May 2014", , ,House: 4  1  1 ,Land size: 480 sqm
164,3/16 Balliang Street,"Sold $295,000 in May 2014","Last Sold $112,000 in Jun 1998", , ,Land size: 175 sqm
165,1/106 Balliang Street,"Sold $511,500 in May 2014", , , ,Land size: 372 sqm
166,69 Fyans Street,"Sold $373,000 in Apr 2014", , ,House: 3  1  2 ,Land size: 337 sqm | Building size: 87 sqm
167,3/87 Fyans Street,"Sold $107,000 in Apr 2014", , , ,Land size: 185 sqm | Building size: 162 sqm
168,44 Little Fyans Street,"Sold $355,000 in 05 Apr 2014(Auction)", , , ,"Land size: 1,011 sqm"
169,5 Birkett Place,"Sold $275,000 in Apr 2014","Last Sold $170,000 in Mar 2008", , ,Land size: 875 sqm
170,277 Bellerine Street,"Sold $395,000 in Mar 2014", ,Rent $380pw in Feb 2019,House: 3  1  ,Land size: 193 sqm
171,53 Balliang Street,"Sold $372,500 in Mar 2014", ,Rent $350pw in Jun 2017,House: 3  1  2 , 
172,51 Balliang Street,"Sold $372,500 in Mar 2014","Last Sold $235,000 in Feb 2002", ,House: 3  1  2 ,Land size: 309 sqm
173,164 Fyans Street,"Sold $1,000,000 in Feb 2014", , , ,"Land size: 2,000 sqm | Building size: 910 sqm"
174,221a Yarra Street,"Sold $552,000 in Feb 2014","Last Sold $450,000 in Jul 2010", , ,Land size: 780 sqm | Building size: 214 sqm
175,1/110 Balliang Street,"Sold $533,500 in Jan 2014", , , ,Land size: 372 sqm
176,47 Lonsdale Street,"Sold $370,000 in 01 Jan 2014(Auction)","Last Sold $221,500 in Feb 2000", ,House: 3  1  1 ,Land size: 561 sqm
177,20-22 Birkett Place,"Sold $255,000 in Dec 2013","Last Sold $190,000 in Sep 2010", , ,Land size: 863 sqm
178,20 Birkett Place,"Sold $255,000 in Dec 2013", , , ,Land size: 863 sqm
179,8 Verner Street,"Sold $490,000 in 23 Nov 2013(Auction)", ,Rent $380pw in Aug 2014,House: 3  1  3 ,Land size: 486 sqm
180,395-399 Moorabool Street,"Sold $1,980,000 in Nov 2013","Last Sold $730,000 in Jan 1999", , ,"Land size: 1,416 sqm"
181,10 Park Crescent,"Sold $467,000 in Nov 2013", , ,House: 3  2  1 ,Land size: 283 sqm
182,179 Swanston Street,"Sold $531,000 in 17 Nov 2013(Auction)","Last Sold $83,000 in Jan 1991",Rent $335pw in Mar 2008,House: 3  1  2 ,Land size: 505 sqm | Building size: 116 sqm
183,27 Foster Street,"Sold $76,000 in Nov 2013", , , ,Land size: 485 sqm
184,395 Moorabool Street,"Sold $1,980,000 in Nov 2013", , , ,Land size: 359 sqm
185,449 Moorabool Street,"Sold $4,500,000 in Nov 2013", , , ,"Land size: 7,240 sqm"
186,80 Balliang Street,"Sold $320,000 in 26 Oct 2013(Auction)", ,Rent $450pw in Aug 2020,House: 9  4  4 ,"Land size: 1,025 sqm"
187,248 Yarra Street,"Sold $650,000 in Oct 2013", , ,House: 3  2  2 ,Land size: 475 sqm | Building size: 155 sqm
188,66 Balliang Street,"Sold $400,000 in Sep 2013", , ,House: 3  1  ,Land size: 651 sqm | Building size: 300 sqm
