,address,sold,last sold,rent,house_info,land_size
187,8 MORETTI Court,"Sold $175,000 in Dec 2015", ,Rent $410pw in May 2019,House: 4  2  2 ,Land size: 372 sqm
188,39 Marshalltown Road,"Sold $315,000 in Dec 2015","Last Sold $135,000 in Jul 2003",Rent $360pw in Mar 2016,House: 3  1  2 ,Land size: 641 sqm | Building size: 123 sqm
189,7 Moretti Court,"Sold $173,500 in Dec 2015", ,Rent $390pw in Dec 2017,House: 4  2  2 ,Land size: 304 sqm
190,Lot 10 232-270 Barwon Heads Road,"Sold $172,500 in Dec 2015", , , , 
191,Lot 10,"Sold $172,500 in Dec 2015", , , ,Land size: 542 sqm
192,10 232-270 Barwon Heads Road,"Sold $172,500 in Dec 2015", , , ,Land size: 542 sqm
193,2/76 Marshalltown Road,"Sold $303,000 in Dec 2015", , , ,Land size: 205 sqm | Building size: 106 sqm
194,16 Reedy Link,"Sold $379,000 in Nov 2015","Last Sold $305,000 in Sep 2009", ,House: 3  1  2 ,Land size: 467 sqm | Building size: 117 sqm
195,25 Basford Court,"Sold $384,000 in Nov 2015","Last Sold $143,000 in Jun 2014", ,House: 3  2  1 ,Land size: 404 sqm | Building size: 114 sqm
196,1-3 Grove Road,"Sold $420,000 in Nov 2015", , ,House: 3  2  2 ,Land size: 624 sqm
197,21 Carlina Court,"Sold $380,000 in Nov 2015","Last Sold $175,000 in Jan 2011",Rent $380pw in Jan 2016,House: 3  2  2 ,Land size: 451 sqm
198,2-4 St Cuthberts Court,"Sold $386,000 in Nov 2015", ,Rent $420pw in Oct 2018,House: 4  2  2 ,Land size: 678 sqm
199,10 MORETTI Court,"Sold $165,000 in Nov 2015", , , ,Land size: 367 sqm
200,3 ALLEGRO Court,"Sold $168,000 in Nov 2015", ,Rent $360pw in Mar 2018,House: 4  2  1 ,Land size: 343 sqm
201,8/66 Station Road,"Sold $334,000 in Nov 2015","Last Sold $85,000 in Feb 2000", , ,Land size: 205 sqm
202,2 St Cuthberts Court,"Sold $386,000 in Nov 2015","Last Sold $110,000 in Jun 2005", ,House: 4  2  2 ,Land size: 679 sqm | Building size: 164 sqm
203,7 Tamala Avenue,"Sold $305,000 in Oct 2015","Last Sold $235,000 in Feb 2000", ,House: 3  1  1 ,Land size: 656 sqm | Building size: 121 sqm
204,19 Grove Road,"Sold $348,500 in Oct 2015","Last Sold $130,000 in Aug 2008", ,House: 3  1  2 ,Land size: 450 sqm | Building size: 115 sqm
205,74 Station Road,"Sold $450,000 in Oct 2015", , ,House: 3  1  1 ,"Land size: 1,318 sqm"
206,13 St Cuthberts Court,"Sold $225,000 in Oct 2015","Last Sold $116,500 in Aug 2004", ,House: ,Land size: 741 sqm
207,L317 Moretti Court,"Sold $175,000 in Oct 2015", , , ,Land size: 300 sqm
208,Lot 1 Macfarlane Street,"Sold $169,000 in Oct 2015", , , ,Land size: 359 sqm
209,Lot 2 Macfarlane Street,"Sold $169,000 in Oct 2015", , , ,Land size: 356 sqm
210,321-329 Barwon Heads Road,"Sold $710,000 in Oct 2015", ,Rent $380pw in Jan 2016,House: 3  1  4 ,"Land size: 27,868 sqm"
211,9-11 Orphington Crescent,"Sold $360,000 in Sep 2015", , ,House: 4  ,Land size: 301 sqm
212,12 Leghorn Way,"Sold $360,000 in Sep 2015","Last Sold $132,500 in Jan 2012",Rent $380pw in Sep 2016,House: 3  2  4 ,Land size: 301 sqm | Building size: 116 sqm
213,282-284 Barwon Heads Road,"Sold $545,000 in Sep 2015", , ,House: 4  2  4 ,"Land size: 2,259 sqm"
214,15-16 Carlina Court,"Sold $375,000 in Aug 2015", ,Rent $430pw in Dec 2017,House: 4  2  2 ,Land size: 412 sqm
215,14/272-280 Barwarre Road,"Sold $183,000 in Aug 2015", , , , 
216,13 Oriondo Way,"Sold $372,000 in Aug 2015","Last Sold $167,000 in Jun 2011",Rent $370pw in Nov 2014,House: 3  2  2 ,Land size: 359 sqm | Building size: 152 sqm
217,38 232-270 Barwon Heads Road,"Sold $149,000 in Aug 2015", , , ,Land size: 381 sqm
218,Lot 38 232-270 Barwon Heads Road,"Sold $149,000 in Aug 2015", , , ,Land size: 381 sqm
219,Lot 38,"Sold $149,000 in Aug 2015", , , ,Land size: 381 sqm
220,28 Station Road,"Sold $410,000 in Aug 2015","Last Sold $187,000 in Nov 2012", ,House: 4  3  2 ,Land size: 632 sqm
221,193-197 Barwarre Road,"Sold $405,000 in Jul 2015","Last Sold $325,000 in May 2008", ,House: 4  2  4 ,"Land size: 1,029 sqm"
222,10 ESME Court,"Sold $172,000 in Jul 2015", ,Rent $400pw in Jan 2018,House: 4  2  2 ,Land size: 369 sqm
223,Lot 9 Barwarre Road,"Sold $183,000 in Jul 2015", , , ,Land size: 663 sqm
224,14 272-280 Barwarre Road 'Barwarre Estate Stage 7',"Sold $183,000 in Jul 2015", , , ,Land size: 526 sqm
225,Lot 14 232-270 Barwon Heads Road,"Sold $183,000 in Jul 2015", , , ,Land size: 526 sqm
226,Lot 14,"Sold $183,000 in Jul 2015", , , ,Land size: 526 sqm
227,14 Tamala Avenue,"Sold $381,000 in Jul 2015","Last Sold $375,000 in Mar 2013", ,House: 5  2  2 ,Land size: 678 sqm | Building size: 180 sqm
228,17 Marvins Place,"Sold $401,000 in Jul 2015","Last Sold $150,000 in Mar 2009", ,House: 3  2  2 ,Land size: 512 sqm
229,1 Drews Road,"Sold $325,500 in 14 Jul 2015(Auction)","Last Sold $110,000 in Aug 2000",Rent $350pw in Aug 2017,House: 3  1  2 ,Land size: 701 sqm
230,346 Barwon Heads Road,"Sold $325,000 in 11 Jul 2015(Auction)","Last Sold $103,000 in Oct 1994",Rent $390pw in Nov 2019,House: 3  1  3 ,Land size: 922 sqm | Building size: 120 sqm
231,9/66 Station Road,"Sold $334,000 in Jul 2015","Last Sold $85,000 in Feb 2000", , ,Land size: 205 sqm
232,36 232-270 Barwon Heads Road,"Sold $170,000 in Jul 2015", , , ,Land size: 432 sqm
233,Lot 36,"Sold $170,000 in Jul 2015", , , ,Land size: 432 sqm
234,Lot 36 232-270 Barwon Heads Road,"Sold $170,000 in Jul 2015", , , ,Land size: 432 sqm
235,20 Basford Court,"Sold $393,000 in Jun 2015","Last Sold $160,000 in May 2012", ,House: 3  2  2 ,Land size: 500 sqm | Building size: 155 sqm
236,232 Barwon Heads Road,"Sold $165,000 in Jun 2015", , , ,"Land size: 42,692 sqm"
237,30/232 Barwon Heads Road,"Sold $165,000 in Jun 2015", , , , 
238,Lot 30 232-270 Barwon Heads Road,"Sold $165,000 in Jun 2015", , , ,Land size: 348 sqm
239,Lot 30,"Sold $165,000 in Jun 2015", , , ,Land size: 348 sqm
240,30 232-270 Barwon Heads Road,"Sold $165,000 in Jun 2015", , , ,Land size: 348 sqm
241,32 232-270 Barwon Heads Road,"Sold $160,000 in Jun 2015", , , ,Land size: 348 sqm
242,Lot 32,"Sold $160,000 in Jun 2015", , , ,Land size: 348 sqm
243,Lot 32 232-270 Barwon Heads Road,"Sold $160,000 in Jun 2015", , , ,Land size: 348 sqm
244,10 Krisanway Drive,"Sold $510,000 in Jun 2015","Last Sold $180,000 in Oct 2009", ,House: 3  2  2 ,Land size: 580 sqm
245,36 Werner Avenue,"Sold $382,500 in May 2015","Last Sold $370,000 in Mar 2014",Rent $420pw in Apr 2019,House: 3  2  2 ,Land size: 485 sqm | Building size: 133 sqm
246,17 Grove Road,"Sold $350,000 in May 2015","Last Sold $130,000 in Aug 2008", ,House: 3  1  2 ,Land size: 450 sqm
247,13 Badminton Court,"Sold $165,000 in May 2015", , , ,Land size: 348 sqm
248,1/8 Nikola Court,"Sold $315,000 in May 2015","Last Sold $275,000 in Jul 2010",Rent $320pw in Apr 2018, ,Land size: 252 sqm | Building size: 160 sqm
249,L306 Moretti Court,"Sold $171,000 in Apr 2015", , , ,Land size: 349 sqm
250,8 Basford Court,"Sold $380,000 in Apr 2015","Last Sold $155,000 in Feb 2000", ,House: 4  2  2 ,Land size: 386 sqm | Building size: 135 sqm
251,1/8 Ardeche Lane,"Sold $316,500 in Apr 2015", , , ,Land size: 264 sqm | Building size: 111 sqm
252,35 Badminton Court,"Sold $165,000 in Apr 2015", , , ,Land size: 341 sqm
253,29 Badminton Court,"Sold $175,000 in Apr 2015", , , ,Land size: 451 sqm | Building size: 144 sqm
254,15 Basford Court,"Sold $160,000 in Apr 2015", , , ,"Land size: 2,324 sqm | Building size: 109 sqm"
255,3 Drews Road,"Sold $380,000 in Apr 2015","Last Sold $315,000 in Oct 2010", ,House: 4  2  4 ,Land size: 677 sqm | Building size: 195 sqm
256,33-47 Badminton Court,"Sold $175,000 in Mar 2015", , , ,Land size: 452 sqm
257,Lot 37 Badminton Court,"Sold $175,000 in Mar 2015", , , ,Land size: 452 sqm
258,Lot 37/232-270 Badminton Court,"Sold $175,000 in Mar 2015", , , , 
259,37 Badminton Court,"Sold $175,000 in Mar 2015", , , ,Land size: 452 sqm
260,"Lot 37, Badminton Court","Sold $175,000 in Mar 2015", , , ,Land size: 452 sqm
261,36 Drews Road,"Sold $364,000 in Mar 2015","Last Sold $133,000 in Jan 2012",Rent $365pw in Jul 2017,House: 3  2  2 ,Land size: 300 sqm
262,26/232 Barwon Heads Road,"Sold $172,000 in Mar 2015", , , , 
263,Lot 6 Macfarlane Street,"Sold $168,000 in Mar 2015", , , ,Land size: 356 sqm
264,23 MacFarlane Street,"Sold $168,000 in Mar 2015", ,Rent $425pw in Nov 2017,House: 4  2  2 ,Land size: 353 sqm
265,Lot 26 Esme Court,"Sold $172,000 in Mar 2015", , , , 
266,"Lot 26, Esme Court","Sold $172,000 in Mar 2015", , , ,Land size: 370 sqm
267,26 Barwarre Estate Stage 7,"Sold $172,000 in Mar 2015", , , ,Land size: 370 sqm
268,15-17 Badminton Court,"Sold $165,000 in Mar 2015", ,Rent $370pw in Nov 2016,House: 3  2  2 ,Land size: 343 sqm
269,1/4 Barwarre Road,"Sold $299,500 in Mar 2015", ,Rent $335pw in Jul 2018, ,Land size: 247 sqm | Building size: 94 sqm
270,25 Badminton Court,"Sold $165,000 in Mar 2015", ,Rent $400pw in Mar 2019,House: 3  2  2 ,Land size: 333 sqm
271,Lot 28 Badminton Court,"Sold $160,000 in Feb 2015", , , , 
272,Lot 35 Badminton Court,"Sold $165,000 in Feb 2015", , , ,Land size: 341 sqm
273,9 Badminton Court,"Sold $160,000 in Feb 2015", ,Rent $395pw in Oct 2016, ,Land size: 340 sqm
274,28 28 Badminton Court,"Sold $160,000 in Feb 2015", , , ,Land size: 340 sqm
275,25 MacFarlane Street,"Sold $169,000 in Feb 2015", ,Rent $380pw in May 2018,House: 4  2  2 ,Land size: 346 sqm
276,5 Allegro Court,"Sold $169,000 in Feb 2015", ,Rent $390pw in Nov 2017,House: 4  2  2 ,Land size: 319 sqm
277,6 Allegro Court,"Sold $159,001 in Feb 2015", ,Rent $440pw in Aug 2020,House: 4  2  2 ,Land size: 320 sqm
278,2-6 STATION Road,"Sold $1,750,000 in Feb 2015","Last Sold $68,500 in Jan 1988", ,House: 4  1  1 ,"Land size: 1,000 sqm"
279,63 Marshalltown Road,"Sold $465,000 in 14 Feb 2015(Auction)", , ,House: 4  2  1 ,Land size: 801 sqm
280,5 St Cuthberts Court,"Sold $415,000 in Feb 2015","Last Sold $380,000 in Mar 2010",Rent $420pw in Nov 2014,House: 4  2  2 ,Land size: 730 sqm | Building size: 162 sqm
281,"Lot 31, Badminton Court","Sold $165,000 in Feb 2015", , , ,Land size: 344 sqm
282,31 Badminton Court,"Sold $165,000 in Feb 2015", , , ,Land size: 380 sqm
283,1/66 Marshalltown Road,"Sold $300,000 in Jan 2015","Last Sold $285,000 in Nov 2010",Rent $300pw in Mar 2015, ,Land size: 197 sqm | Building size: 98 sqm
284,11-13 Orphington Crescent,"Sold $338,000 in Jan 2015", ,Rent $385pw in Jan 2015,House: 3  2  1 , 
285,47 Marshalltown Road,"Sold $320,000 in Jan 2015","Last Sold $275,000 in Nov 2007", ,House: 3  2  1 ,Land size: 684 sqm
286,49 Marshalltown Road,"Sold $338,000 in Jan 2015", , ,House: 3  ,Land size: 664 sqm
287,23 Badminton Court,"Sold $185,000 in Jan 2015", , , ,Land size: 348 sqm
288,2/41 Barwarre Road,"Sold $415,000 in Jan 2015","Last Sold $154,000 in Jun 2010", ,House: 4  2  2 ,Land size: 438 sqm | Building size: 160 sqm
289,26 MacFarlane Street,"Sold $169,000 in Dec 2014", ,Rent $410pw in Jul 2018,House: 4  2  2 ,Land size: 375 sqm
290,14 Orphington Crescent,"Sold $338,000 in Dec 2014","Last Sold $150,000 in Jan 2012", ,House: 2  2  ,Land size: 300 sqm | Building size: 185 sqm
291,11 Orpington Crescent,"Sold $338,000 in Dec 2014", , ,House: 3  2  1 ,Land size: 301 sqm | Building size: 110 sqm
292,37 Werner Avenue,"Sold $430,000 in Dec 2014","Last Sold $145,500 in Feb 2000", ,House: 3  2  2 ,Land size: 481 sqm | Building size: 173 sqm
293,24 MacFarlane Street,"Sold $167,000 in Dec 2014","Last Sold $154,000 in Mar 2009",Rent $395pw in Jan 2018,House: 4  2  2 ,Land size: 350 sqm
294,31 Marvins Place,"Sold $385,000 in Nov 2014", , ,House: 4  2  2 ,Land size: 545 sqm | Building size: 545 sqm
295,Lot 11 Basford Court,"Sold $169,000 in Nov 2014", , , ,"Land size: 2,323 sqm"
296,15 Chambers Court,"Sold $370,000 in Nov 2014","Last Sold $315,500 in Feb 2009",Rent $400pw in Feb 2012,House: 4  2  2 ,Land size: 694 sqm | Building size: 142 sqm
297,27 MacFarlane Street,"Sold $168,000 in Nov 2014","Last Sold $121,000 in Sep 2008",Rent $370pw in Sep 2017,House: 4  2  3 ,Land size: 365 sqm
298,11 Esme Court,"Sold $165,000 in Nov 2014", , , ,Land size: 347 sqm
299,11 Badminton Court,"Sold $165,000 in Nov 2014", , , ,Land size: 347 sqm
