,address,sold,last sold,rent,house_info,land_size
38,2/17 Pine Avenue,"Sold $341,000 in Mar 2017","Last Sold $235,000 in Nov 2009", ,Townhouse: 2  1  1 ,Land size: 205 sqm
39,61 The Esplanade,"Sold $1,280,000 in 04 Mar 2017(Auction)","Last Sold $128,000 in Aug 1997", ,House: 3  1  11 ,"Land size: 1,848 sqm"
40,10 Seabeach Parade,"Sold $338,000 in Feb 2017", ,Rent $300pw in May 2015,House: 3  1  1 ,Land size: 249 sqm
41,30 Myrtle Grove,"Sold $500,000 in 18 Feb 2017(Auction)", , ,House: 3  2  2 ,"Land size: 1,014 sqm"
42,26 Pine Avenue,"Sold $509,000 in 04 Feb 2017(Auction)","Last Sold $245,100 in Nov 2006", ,House: 3  1  1 ,"Land size: 1,034 sqm | Building size: 111 sqm"
43,24 Pine Avenue,"Sold $427,500 in 17 Sep 2016(Auction)","Last Sold $80,000 in Nov 1996", ,House: 3  1  4 ,"Land size: 1,026 sqm | Building size: 139 sqm"
44,9 Seabright Street,"Sold $275,000 in Sep 2016","Last Sold $245,000 in Oct 2003", , ,Land size: 700 sqm | Building size: 375 sqm
45,14 Pine Avenue,"Sold $398,000 in Sep 2016","Last Sold $342,000 in Nov 2009", ,House: 2  1  2 ,"Land size: 1,005 sqm"
46,1 The Esplanade,"Sold $2,850,000 in Jun 2016","Last Sold $1,220,000 in Dec 2011", ,House: ,"Land size: 16,712 sqm | Building size: 2192 sqm"
47,3/24 Seabeach Parade,"Sold $330,000 in Jun 2016","Last Sold $240,000 in Nov 2007", , ,Land size: 293 sqm
48,27 The Esplanade,"Sold $638,000 in May 2016", , ,House: 2  1  1 ,Land size: 780 sqm | Building size: 154 sqm
49,18 Myrtle Grove,"Sold $399,000 in Apr 2016","Last Sold $250,000 in May 2008", ,House: 3  1  1 ,Land size: 765 sqm | Building size: 107 sqm
50,3/23 Seabeach Parade,"Sold $355,000 in Apr 2016", , , ,Land size: 170 sqm
51,53 The Esplanade,"Sold $790,000 in Apr 2016","Last Sold $700,000 in Sep 2009", , ,Land size: 919 sqm
52,15 Seaforth Street,"Sold $264,000 in Mar 2016", ,Rent $254pw in Aug 2005, ,Land size: 697 sqm
53,3/23-25 Seabeach Parade,"Sold $355,000 in Feb 2016", , ,Townhouse: 3  2  2 ,Land size: 170 sqm
54,1/24 Seabeach Parade,"Sold $330,000 in 13 Feb 2016(Auction)","Last Sold $246,000 in Feb 2000", ,House: 3  2  1 ,Land size: 293 sqm
55,1A Seaforth Street,"Sold $561,000 in Nov 2015","Last Sold $80,000 in Jul 1996", ,House: ,Land size: 697 sqm | Building size: 1030 sqm
56,29 The Esplanade,"Sold $1,100,000 in Nov 2015","Last Sold $485,000 in Aug 2008", ,House: 4  2  3 ,Land size: 463 sqm | Building size: 473 sqm
57,1/51 The Esplanade,"Sold $630,000 in Nov 2015","Last Sold $457,000 in Jul 2008", ,Townhouse: 3  3  2 ,Land size: 261 sqm
58,18 Pine Avenue,"Sold $439,000 in Oct 2015","Last Sold $400,000 in Apr 2014", ,House: 3  2  2 ,"Land size: 1,027 sqm | Building size: 137 sqm"
59,6 Beatty Street,"Sold $305,000 in Sep 2015", ,"Rent $21,000pw in Apr 2017", ,"Land size: 1,671 sqm"
60,24A Seaforth Street,"Sold $110,000 in Jul 2015", , , ,Land size: 377 sqm | Building size: 112 sqm
61,43 The Esplanade,"Sold $840,000 in Jun 2015","Last Sold $130,845 in Mar 1993", ,House: 3  1  ,Land size: 92 sqm
62,3/17 Pine Avenue,"Sold $307,000 in May 2015","Last Sold $235,000 in Nov 2009", , ,Land size: 241 sqm | Building size: 139 sqm
63,12 Beatty Street,"Sold $236,000 in Apr 2015","Last Sold $74,000 in Oct 1999", , ,Land size: 640 sqm | Building size: 233 sqm
64,1/13 The Esplanade,"Sold $302,500 in Apr 2015", , , ,Land size: 721 sqm | Building size: 290 sqm
65,1/15 The Esplanade,"Sold $302,500 in Apr 2015", ,"Rent $10,500pw in May 2015", ,Land size: 835 sqm | Building size: 180 sqm
66,9 Seaforth Street,"Sold $308,000 in Apr 2015", , , ,Land size: 695 sqm | Building size: 270 sqm
67,17 Foch Street,"Sold $240,000 in Feb 2015","Last Sold $155,000 in Dec 2005", , ,Land size: 651 sqm
68,21 Sea Breeze Parade,"Sold $403,500 in 01 Dec 2014(Auction)","Last Sold $220,000 in Jun 2003", ,House: 3  2  2 ,Land size: 700 sqm
69,37 Sea Breeze Parade,"Sold $220,000 in Nov 2014","Last Sold $125,000 in Aug 2005", ,House: 1  1  1 ,Land size: 387 sqm
70,41 The Esplanade,"Sold $830,000 in 22 Nov 2014(Auction)", ,Rent $475pw in Sep 2016,House: 4  2  4 ,Land size: 963 sqm
71,57 The Esplanade,"Sold $935,000 in Oct 2014", , ,House: 4  1  ,"Land size: 1,258 sqm"
72,1/22 Seaforth Street,"Sold $315,000 in Oct 2014","Last Sold $280,000 in Nov 2009", ,Townhouse: 3  2  1 ,Land size: 304 sqm | Building size: 121 sqm
73,21 Madden Avenue,"Sold $240,000 in Oct 2014","Last Sold $93,000 in Jan 2002", , ,Land size: 651 sqm
74,2/22 Seaforth Street,"Sold $330,000 in Sep 2014","Last Sold $280,000 in Sep 2009", ,Townhouse: 3  2  2 ,Land size: 392 sqm | Building size: 120 sqm
75,11 Foch Street,"Sold $215,000 in Sep 2014","Last Sold $92,000 in Jul 1990", , ,Land size: 648 sqm
76,24-26 Seabright Street,"Sold $495,000 in Aug 2014","Last Sold $174,500 in Jun 1988", , ,Land size: 701 sqm
77,24 Seabright Street,"Sold $495,000 in Aug 2014", , , ,"Land size: 1,401 sqm"
78,20 Seabright Street,"Sold $270,000 in Jun 2014", , , ,Land size: 691 sqm
79,20-22 Seabright Street,"Sold $270,000 in Jun 2014", , , ,Land size: 692 sqm
80,1/22 Myrtle Grove,"Sold $425,000 in Jun 2014", ,Rent $450pw in Sep 2018,Townhouse: 3  2  2 ,Land size: 316 sqm | Building size: 157 sqm
81,16-18 Seabright Street,"Sold $561,000 in Apr 2014","Last Sold $323,000 in Nov 2003", , ,"Land size: 1,397 sqm"
82,8 Seaside Parade,"Sold $330,000 in Apr 2014","Last Sold $94,000 in Sep 2002", , ,Land size: 697 sqm
83,16 Seabright Street,"Sold $561,000 in Apr 2014", , , ,"Land size: 1,397 sqm"
84,19 Sea Breeze Parade,"Sold $310,000 in Mar 2014","Last Sold $200,000 in Oct 2004", ,House: 3  1  1 ,Land size: 263 sqm
85,31 Pine Avenue,"Sold $466,000 in Feb 2014", , ,House: 4  1  5 ,"Land size: 1,009 sqm | Building size: 175 sqm"
86,24 Seaforth Street,"Sold $110,000 in Jan 2014", ,Rent $230pw in Oct 2012,House: 2  1  1 ,Land size: 699 sqm | Building size: 80 sqm
87,9 Seabreeze Parade,"Sold $412,500 in Nov 2013", , , ,"Land size: 1,394 sqm"
88,2/19 Seabreeze Parade,"Sold $310,000 in Oct 2013", , ,House: 3  1  1 ,Land size: 432 sqm
89,2/51 The Esplanade,"Sold $420,000 in Sep 2013", ,Rent $420pw in Jan 2012,House: 4  3  2 ,Land size: 239 sqm | Building size: 186 sqm
90,1 Pine Avenue,"Sold $362,500 in Aug 2013","Last Sold $284,000 in Sep 2003", ,House: 3  1  4 ,Land size: 78 sqm | Building size: 144 sqm
91,1B Pine Avenue,"Sold $362,500 in 26 Aug 2013(Auction)","Last Sold $306,000 in Mar 2009", ,Townhouse: 2  1  1 ,Land size: 340 sqm
92,6 Seabright Street,"Sold $225,000 in Aug 2013","Last Sold $80,000 in May 2002", , ,Land size: 699 sqm | Building size: 185 sqm
93,11 Seabright Street,"Sold $209,002 in Aug 2013", , , ,Land size: 692 sqm
94,28 Walchs Road,"Sold $121,000 in Aug 2013", , , ,Land size: 648 sqm
95,9 Foch Street,"Sold $110,000 in Aug 2013", , , ,Land size: 648 sqm | Building size: 1298 sqm
96,49 Seabeach Parade,"Sold $3,000,000 in Aug 2013", , , ,"Land size: 10,000 sqm"
97,75 Corio Quay Road,"Sold $13,035,880 in May 2013", , , , 
98,4 Seaforth Street,"Sold $280,000 in Mar 2013", , ,House: 3  1  4 ,Land size: 690 sqm
99,5 Phosphate Road,"Sold $395,000 in 23 Feb 2013(Auction)", ,Rent $290pw in Jun 2012,House: 2  1  1 ,"Land size: 1,053 sqm | Building size: 105 sqm"
100,31 Seabeach Parade,"Sold $315,000 in 23 Feb 2013(Auction)","Last Sold $204,000 in Mar 2007", ,House: 2  2  2 ,Land size: 693 sqm | Building size: 144 sqm
101,17-21 Seaforth Street,"Sold $550,000 in Feb 2013", , , ,"Land size: 2,085 sqm"
102,19 Seabeach Parade,"Sold $345,000 in Jan 2013", ,Rent $320pw in May 2013,House: 3  1  1 ,Land size: 696 sqm | Building size: 119 sqm
103,9 The Esplanade,"Sold $285,000 in Nov 2012", , ,House: 3  ,Land size: 557 sqm
104,8 Seabeach Parade,"Sold $295,000 in Sep 2012","Last Sold $193,000 in Aug 2006", ,House: 4  2  2 ,Land size: 476 sqm | Building size: 152 sqm
105,5/23-25 Seabeach Parade,"Sold $395,000 in Aug 2012", ,Rent $390pw in Jul 2019,Townhouse: 3  2  2 ,Land size: 171 sqm
106,5/23 Seabeach Parade,"Sold $395,000 in Aug 2012", , , ,Land size: 170 sqm | Building size: 135 sqm
107,19 Madden Avenue,"Sold $162,500 in Jul 2012","Last Sold $100,000 in May 2004", , ,Land size: 646 sqm
108,45 The Esplanade,"Sold $372,500 in 05 May 2012(Auction)", ,Rent $290pw in Oct 2018,House: 2  1  1 ,Land size: 481 sqm | Building size: 80 sqm
109,47 The Esplanade,"Sold $410,000 in 05 May 2012(Auction)", , ,House: 3  1  1 ,Land size: 467 sqm
110,8 Seabright Street,"Sold $286,000 in May 2012","Last Sold $125,000 in Jul 2001", , ,Land size: 696 sqm
111,64 Seaside Parade,"Sold $250,000 in May 2012", , , ,"Land size: 7,525 sqm | Building size: 3210 sqm"
112,1/1A Pine Avenue,"Sold $302,000 in Apr 2012", , , ,Land size: 237 sqm | Building size: 107 sqm
113,1A Pine Avenue,"Sold $302,000 in Apr 2012", ,Rent $350pw in Nov 2019,House: 2  1  1 ,Land size: 237 sqm | Building size: 102 sqm
114,22 Foch Street,"Sold $270,000 in Mar 2012", , , ,Land size: 644 sqm
115,22 Walchs Road,"Sold $110,000 in Mar 2012","Last Sold $75,000 in May 2006", , ,Land size: 672 sqm
116,24 Walchs Road,"Sold $759,000 in Jan 2012", , , ,"Land size: 1,299 sqm"
117,12 Pine Avenue,"Sold $322,500 in Dec 2011", , ,House: 3  1  4 ,"Land size: 1,014 sqm"
118,1b The Esplanade,"Sold $1,220,000 in Dec 2011","Last Sold $175,000 in Aug 2002", , ,"Land size: 4,469 sqm"
119,4 Greta Street,"Sold $506,000 in Dec 2011","Last Sold $306,442 in Feb 2007", , ,"Land size: 4,059 sqm"
120,2/36 Myrtle Grove,"Sold $372,671 in Dec 2011","Last Sold $370,000 in Aug 2010", ,House: 3  2  2 ,Land size: 340 sqm | Building size: 186 sqm
121,4/25-27 Myrtle Grove,"Sold $180,000 in Nov 2011","Last Sold $155,000 in Oct 2006", , ,Land size: 344 sqm
122,4/25 Myrtle Grove,"Sold $180,000 in Nov 2011", , , ,Land size: 344 sqm | Building size: 107 sqm
