,address,sold,last sold,rent,house_info,land_size
198,5 Richmond Place,"Sold $765,000 in Mar 2018", ,Rent $600pw in Feb 2019,House: 4  2  2 ,Land size: 530 sqm
199,62 Swanston Street,"Sold $940,000 in Mar 2018", ,Rent $410pw in Dec 2019,House: 3  1  1 ,Land size: 466 sqm
200,118 Corio Street,"Sold $1,525,000 in Mar 2018", , ,Townhouse: 2  2  1 ,Land size: 198 sqm
201,104/8 McLarty Place,"Sold $455,000 in Mar 2018", , , , 
202,161 Verner Street,"Sold $1,420,000 in Mar 2018","Last Sold $319,000 in Jun 2009", , ,Land size: 860 sqm | Building size: 327 sqm
203,705/8 Gheringhap Street,"Sold $585,000 in Mar 2018", ,Rent $495pw in Jan 2019,House: 2  2  1 ,Land size: 774 sqm
204,303/100 Western Beach Road,"Sold $575,000 in Mar 2018","Last Sold $490,000 in Dec 2012",Rent $560pw in Apr 2018, ,Land size: 992 sqm
205,2/83 Maud Street,"Sold $720,000 in Mar 2018","Last Sold $527,500 in May 2007",Rent $485pw in May 2018,Townhouse: 3  2  2 ,Land size: 239 sqm
206,12/203 Little Malop Street,"Sold $461,000 in 10 Mar 2018(Auction)","Last Sold $212,500 in Sep 2005",Rent $360pw in Jul 2015, ,Land size: 106 sqm
207,22 Faggs Place,"Sold $810,000 in Mar 2018","Last Sold $770,000 in Feb 2017", ,House: 3  2  2 ,Land size: 255 sqm
208,12/203-207 Little Malop Street,"Sold $461,000 in Mar 2018","Last Sold $360,000 in Nov 2011",Rent $360pw in Jul 2015,Townhouse: 2  2  1 ,Land size: 106 sqm
209,146 Garden Street,"Sold $750,000 in Mar 2018","Last Sold $333,000 in Sep 2012",Rent $260pw in Jun 2010,House: 3  2  1 ,Land size: 337 sqm | Building size: 115 sqm
210,105/8-10 McLarty Place,"Sold $440,000 in Mar 2018","Last Sold $350,000 in Feb 2017",Rent $395pw in Dec 2015, ,Land size: 566 sqm
211,79 Fitzroy Street,"Sold $765,000 in Mar 2018","Last Sold $616,000 in Jul 2015", ,House: 3  2  5 ,Land size: 564 sqm | Building size: 158 sqm
212,6 Ryrie Street,"Sold $1,260,000 in Feb 2018","Last Sold $1,100,000 in Mar 2015",Rent $460pw in Dec 2011,House: 5  4  2 ,Land size: 552 sqm
213,90 Garden Street,"Sold $500,000 in Feb 2018", , ,House: 2  1  ,Land size: 150 sqm
214,8 Bean Street,"Sold $860,000 in Feb 2018","Last Sold $193,000 in Aug 2006", ,House: 3  2  2 ,Land size: 255 sqm
215,7 Cogens Place,"Sold $690,000 in Feb 2018","Last Sold $335,000 in Dec 2004",Rent $395pw in Oct 2017,House: 3  1  2 ,Land size: 107 sqm | Building size: 100 sqm
216,10 The Esplanade S,"Sold $1,300,000 in Feb 2018", , ,House: 3  ,Land size: 372 sqm
217,108/6-8 Eastern Beach Road,"Sold $629,000 in Feb 2018","Last Sold $430,000 in Aug 2011",Rent $660pw in Jul 2017, ,"Land size: 2,126 sqm | Building size: 96 sqm"
218,6/61 Brougham Street,"Sold $435,000 in 17 Feb 2018(Auction)","Last Sold $307,500 in Mar 2010(Auction)",Rent $390pw in Nov 2019, ,Land size: 829 sqm
219,33 Maud Street,"Sold $875,000 in Feb 2018","Last Sold $650,000 in Nov 2010", ,House: 3  1  2 ,Land size: 489 sqm
220,10 The Esplanade South,"Sold $1,300,000 in Feb 2018", ,Rent $800pw in Aug 2018,House: 3  2  2 , 
221,301/64 Eastern Beach Road,"Sold $1,660,000 in 10 Feb 2018(Auction)", ,Rent $580pw in Jan 2017,House: 3  2  1 , 
222,3/17A The Esplanade,"Sold $400,000 in Feb 2018","Last Sold $300,000 in Jan 2009",Rent $260pw in Apr 2016,House: 2  1  1 ,Land size: 976 sqm | Building size: 62 sqm
223,407/8 Gheringhap Street,"Sold $499,000 in Feb 2018","Last Sold $475,000 in Dec 2014",Rent $390pw in Mar 2017, ,Land size: 773 sqm | Building size: 86 sqm
224,2304/2 Yarra Street,"Sold $430,000 in Jan 2018","Last Sold $260,000 in Dec 2004", , ,"Land size: 2,737 sqm"
225,16 McKillop Street,"Sold $820,000 in Jan 2018","Last Sold $715,000 in Dec 2015",Rent $210pw in Sep 2006,House: 4  1  2 ,Land size: 506 sqm
226,1/126 Kilgour Street,"Sold $1,200,000 in Dec 2017","Last Sold $820,000 in Jan 2013", , ,Land size: 699 sqm | Building size: 373 sqm
227,10 Alexander Avenue,"Sold $760,000 in Dec 2017", , , , 
228,7/96 Mercer Street,"Sold $420,000 in Dec 2017","Last Sold $315,000 in May 2008",Rent $420pw in Jul 2019, ,Land size: 716 sqm
229,10 Alexandra Avenue,"Sold $760,000 in Dec 2017", , ,House: 3  1  ,Land size: 442 sqm
230,89 Carr Street,"Sold $469,000 in Dec 2017","Last Sold $218,500 in Aug 2008",Rent $310pw in Apr 2018,House: 2  1  ,Land size: 188 sqm
231,125 Verner Street,"Sold $700,000 in Dec 2017", , ,House: 2  1  4 ,Land size: 613 sqm
232,18/96 Mercer Street,"Sold $395,000 in Dec 2017", ,Rent $350pw in Apr 2009, ,Land size: 714 sqm
233,2/155 Verner Street,"Sold $252,000 in Dec 2017","Last Sold $199,000 in May 2010",Rent $260pw in Jul 2019, ,Land size: 946 sqm | Building size: 63 sqm
234,47B Lonsdale Street,"Sold $760,000 in Dec 2017", , ,Townhouse: 3  2  2 ,Land size: 319 sqm
235,12/64-66 Eastern Beach Road,"Sold $1,170,000 in Dec 2017","Last Sold $927,500 in Mar 2007", ,Townhouse: 2  ,"Land size: 2,538 sqm"
236,302/64-66 Eastern Beach Road,"Sold $1,170,000 in Dec 2017","Last Sold $910,000 in Feb 2015",Rent $650pw in Jan 2014, ,"Land size: 2,538 sqm"
237,302/64 Eastern Beach Road,"Sold $1,170,000 in 09 Dec 2017(Auction)","Last Sold $910,000 in Feb 2015(Auction)",Rent $650pw in Jan 2014, ,"Land size: 2,538 sqm | Building size: 152 sqm"
238,142 Verner Street,"Sold $780,000 in 07 Dec 2017(Auction)","Last Sold $66,000 in Sep 1996", ,House: 3  3  2 ,Land size: 471 sqm
239,6A Sydney Avenue,"Sold $785,000 in 06 Dec 2017(Auction)", , ,Townhouse: 3  2  2 ,Land size: 260 sqm
240,11 Stradling Avenue,"Sold $825,000 in Dec 2017", ,Rent $360pw in Feb 2018,House: 4  1  1 ,Land size: 580 sqm
241,4408/4 Yarra Street,"Sold $630,000 in Dec 2017","Last Sold $500,000 in Jul 2005",Rent $440pw in Jan 2016,House: 2  2  1 ,"Land size: 2,737 sqm"
242,1/19 Mcmillan Avenue,"Sold $410,000 in Dec 2017","Last Sold $56,830 in Dec 1982", , ,Land size: 331 sqm
243,42 Richmond Crescent,"Sold $533,000 in 02 Dec 2017(Auction)","Last Sold $68,000 in Jun 1995", ,House: 1  1  2 ,Land size: 519 sqm
244,101 Kilgour Street,"Sold $735,000 in 02 Dec 2017(Auction)","Last Sold $455,002 in Jun 2005",Rent $425pw in Dec 2015,House: 2  2  2 ,Land size: 246 sqm
245,120 Garden Street,"Sold $965,000 in 02 Dec 2017(Auction)","Last Sold $84,500 in Oct 1994", ,House: 3  2  2 ,Land size: 648 sqm
246,1 England Street,"Sold $1,350,000 in 02 Dec 2017(Auction)","Last Sold $1,100,000 in Jun 2010",Rent $570pw in May 2019,House: 2  2  1 ,Land size: 147 sqm | Building size: 165 sqm
247,5 Sydney Avenue,"Sold $865,000 in Nov 2017","Last Sold $215,000 in Jun 2000",Rent $540pw in Aug 2019,House: 4  1  2 ,Land size: 478 sqm
248,192 Garden Street,"Sold $535,000 in 25 Nov 2017(Auction)","Last Sold $281,000 in Nov 2007",Rent $340pw in Aug 2012,House: 2  1  1 ,Land size: 358 sqm
249,607/8 Gheringhap Street,"Sold $520,000 in Nov 2017", ,"Rent $2,042pw in Nov 2019", ,Land size: 776 sqm
250,193 Yarra Street,"Sold $542,000 in Nov 2017","Last Sold $335,000 in Jun 2010(Auction)",Rent $360pw in Jul 2019,House: 2  1  1 ,Land size: 141 sqm
251,905/53 Mercer Street,"Sold $890,000 in Nov 2017", , , , 
252,10/96 Mercer Street,"Sold $420,000 in Nov 2017","Last Sold $380,000 in May 2008",Rent $400pw in Dec 2018, ,Land size: 716 sqm
253,304 Moorabool Street,"Sold $1,080,000 in 18 Nov 2017(Auction)","Last Sold $354,000 in Jun 2002", ,House: 4  3  3 ,Land size: 754 sqm | Building size: 142 sqm
254,302/100 Western Beach,"Sold $536,000 in Nov 2017", , , , 
255,302/100 Western Beach Road,"Sold $536,000 in Nov 2017","Last Sold $492,500 in Oct 2012",Rent $450pw in Sep 2019, ,Land size: 992 sqm
256,1201/53 Mercer Street,"Sold $450,000 in Nov 2017", , , , 
257,307/8 Gheringhap Street,"Sold $445,000 in Nov 2017", ,Rent $400pw in Jan 2017, ,Land size: 774 sqm
258,43 Mundy Street,"Sold $750,000 in 04 Nov 2017(Auction)","Last Sold $590,000 in Sep 2014(Auction)",Rent $600pw in Sep 2016,House: 4  2  2 ,Land size: 470 sqm
259,303/18 The Esplanade South,"Sold $322,500 in Nov 2017", , , , 
260,106 Maud Street,"Sold $587,500 in Oct 2017","Last Sold $298,000 in Mar 2006",Rent $475pw in Dec 2015,House: 4  2  2 ,Land size: 212 sqm
261,3/4-10 Benson Street,"Sold $389,000 in Oct 2017","Last Sold $320,000 in May 2014",Rent $350pw in Apr 2017,Townhouse: 2  1  1 ,Land size: 134 sqm
262,50 Kilgour Street,"Sold $578,000 in 28 Oct 2017(Auction)","Last Sold $95,000 in Feb 2000",Rent $410pw in Aug 2020,House: 3  1  1 ,Land size: 323 sqm
263,1/61 Brougham Street,"Sold $575,000 in Oct 2017","Last Sold $195,000 in Sep 1998",Rent $295pw in Jun 2007, ,Land size: 380 sqm
264,16 Mundy Street,"Sold $750,000 in Oct 2017","Last Sold $585,000 in May 2013(Auction)",Rent $350pw in Jan 2016,House: 3  1  1 ,Land size: 942 sqm | Building size: 133 sqm
265,59 Fitzroy Street,"Sold $515,000 in Oct 2017","Last Sold $415,000 in Apr 2010",Rent $375pw in Nov 2014,House: 2  1  1 ,Land size: 164 sqm | Building size: 110 sqm
266,101/18 The Esplanade Sth,"Sold $478,000 in Oct 2017", , , , 
267,14 & 14A Richmond Street,"Sold $960,000 in Oct 2017", , , , 
268,39 Alexander Avenue,"Sold $1,020,000 in 14 Oct 2017(Auction)", , ,House: , 
269,14A Richmond Street,"Sold $960,000 in 14 Oct 2017(Auction)", ,Rent $330pw in Apr 2018,House: 3  1  1 ,"Land size: 1,004 sqm"
270,14 Richmond Street,"Sold $960,000 in 14 Oct 2017(Auction)","Last Sold $103,000 in Nov 1988",Rent $280pw in Mar 2018, ,"Land size: 1,003 sqm"
271,39 Alexandra Avenue,"Sold $1,020,000 in 14 Oct 2017(Auction)","Last Sold $700,000 in Dec 2007",Rent $500pw in Jul 2019, ,Land size: 313 sqm
272,13 Alexandra Avenue,"Sold $1,875,000 in Oct 2017","Last Sold $441,000 in Oct 2004", ,House: 3  1  1 ,Land size: 409 sqm
273,117 Maud Street,"Sold $800,000 in Oct 2017", ,Rent $350pw in Dec 2017,House: 3  1  2 ,Land size: 461 sqm
274,601/8 Gheringhap Street,"Sold $355,000 in Oct 2017", ,Rent $375pw in Sep 2016, ,Land size: 773 sqm | Building size: 54 sqm
275,120 Kilgour Street,"Sold $1,341,500 in Oct 2017","Last Sold $127,000 in Sep 1991", ,House: 3  2  2 ,Land size: 191 sqm
276,1/4 Fitzroy Street,"Sold $445,000 in Sep 2017","Last Sold $440,000 in Oct 2003",Rent $315pw in Jul 2016,House: 2  1  1 ,Land size: 799 sqm
277,604/8 Gheringhap Street,"Sold $805,000 in Sep 2017","Last Sold $684,000 in Feb 2000",Rent $700pw in Mar 2019, ,Land size: 774 sqm | Building size: 122 sqm
278,12 York Street,"Sold $525,000 in 23 Sep 2017(Auction)", ,Rent $295pw in Aug 2020,House: 2  1  ,Land size: 347 sqm
279,9 Richmond Court,"Sold $535,000 in 23 Sep 2017(Auction)", , ,Townhouse: 2  1  1 ,Land size: 225 sqm
280,23 Kilgour Street,"Sold $520,000 in Sep 2017","Last Sold $450,000 in Sep 2016",Rent $360pw in Feb 2012,House: 3  1  2 ,Land size: 465 sqm
281,36 Richmond Crescent,"Sold $556,000 in 23 Sep 2017(Auction)","Last Sold $430,000 in Jan 2013",Rent $400pw in Aug 2017,House: 3  2  2 ,Land size: 13 sqm | Building size: 125 sqm
282,47A Lonsdale Street,"Sold $740,000 in Sep 2017", ,Rent $640pw in Apr 2020,Townhouse: 3  2  2 ,Land size: 234 sqm
283,18 Pakington Street,"Sold $1,225,000 in Sep 2017", , , ,Land size: 640 sqm | Building size: 320 sqm
284,11 Yarra Street,"Sold $1,550,000 in Sep 2017", , , ,Land size: 345 sqm | Building size: 160 sqm
285,29 Mundy Street,"Sold $696,000 in Sep 2017", , ,House: 3  1  1 ,Land size: 410 sqm
286,9 Kooyong Road,"Sold $585,000 in Sep 2017","Last Sold $500,000 in Nov 2014(Auction)",Rent $370pw in Feb 2018,House: 3  1  2 ,Land size: 185 sqm | Building size: 102 sqm
287,17/96 Mercer Street,"Sold $429,000 in Sep 2017", ,Rent $380pw in Feb 2012, ,Land size: 714 sqm
288,7/236 Malop Street,"Sold $415,000 in Sep 2017","Last Sold $299,000 in Apr 2006",Rent $360pw in Jan 2019, ,Land size: 796 sqm
289,4 Little Fenwick Street,"Sold $225,000 in Sep 2017","Last Sold $130,000 in Mar 2012", , ,Land size: 304 sqm
290,12 Ryrie Street,"Sold $990,500 in Sep 2017","Last Sold $755,000 in Mar 2015", ,House: 4  3  2 ,Land size: 552 sqm
291,2B Mercer Street,"Sold $755,000 in 26 Aug 2017(Auction)", , , , 
292,115 Swanston Street,"Sold $450,000 in Aug 2017","Last Sold $330,000 in Oct 2011",Rent $260pw in Jul 2016,House: 2  1  1 ,Land size: 271 sqm
293,203 Yarra Street,"Sold $620,000 in 26 Aug 2017(Auction)","Last Sold $475,000 in Jun 2012",Rent $400pw in Apr 2017,House: 3  1  ,Land size: 210 sqm
294,205/8-10 McLarty Place,"Sold $455,000 in Aug 2017", ,Rent $430pw in Feb 2018, ,Land size: 565 sqm
295,12/141-143 Yarra Street,"Sold $690,000 in Aug 2017", ,Rent $500pw in Sep 2016,Townhouse: 2  2  1 ,Land size: 596 sqm
296,3/188 Mckillop Street,"Sold $365,000 in Aug 2017","Last Sold $175,000 in Oct 2004",Rent $320pw in Dec 2016, ,Land size: 161 sqm
297,12/141 Yarra Street,"Sold $690,000 in Aug 2017", ,Rent $500pw in Sep 2016, ,Land size: 323 sqm | Building size: 80 sqm
298,11 Long Lane,"Sold $720,000 in Aug 2017","Last Sold $530,000 in Aug 2010(Auction)", ,Townhouse: 3  2  2 ,Land size: 188 sqm | Building size: 140 sqm
299,3 Stradling Avenue,"Sold $830,000 in 19 Aug 2017(Auction)","Last Sold $615,000 in Oct 2010",Rent $370pw in May 2016,House: 3  2  1 ,Land size: 612 sqm | Building size: 173 sqm
