,address,sold,last sold,rent,house_info,land_size
181,22 BOEING Street,"Sold $585,000 in May 2018","Last Sold $191,900 in Nov 2015", ,House: 3  2  2 ,Land size: 448 sqm
182,32 Armstrong Boulevard,"Sold $845,000 in Apr 2018","Last Sold $232,900 in May 2014", ,House: 5  3  2 ,Land size: 651 sqm
183,Lot 1831 16 Neon Avenue,"Sold $275,000 in Apr 2018", , , , 
184,5 Accord Street,"Sold $600,000 in Apr 2018", , ,House: 4  2  4 ,Land size: 523 sqm
185,19 Cornell Avenue,"Sold $510,000 in Apr 2018", ,Rent $440pw in Apr 2018,House: 4  2  2 ,Land size: 349 sqm
186,84 Armstrong Boulevard,"Sold $471,000 in Apr 2018", ,Rent $430pw in Nov 2019,House: 4  2  2 ,Land size: 236 sqm
187,7 Franklin Road,"Sold $562,000 in Apr 2018","Last Sold $176,900 in Aug 2013", ,House: 3  2  2 ,Land size: 448 sqm
188,23 Manna Gum Drive,"Sold $785,000 in Mar 2018","Last Sold $234,900 in Dec 2012", ,House: 4  2  2 ,Land size: 649 sqm
189,5 Roosevelt Road,"Sold $620,000 in Mar 2018", , ,House: 4  2  2 ,Land size: 511 sqm
190,17 Boeing Street,"Sold $683,000 in Mar 2018", , ,House: 4  2  2 ,Land size: 647 sqm
191,24 Celestial Way,"Sold $605,000 in Mar 2018", , ,House: 4  2  2 ,Land size: 448 sqm
192,13 Kalkarra Crescent,"Sold $1,108,000 in Mar 2018","Last Sold $639,000 in Aug 2008", , ,"Land size: 11,727 sqm"
193,27 Galactic Street,"Sold $410,000 in Mar 2018", , ,House: 3  2  1 ,Land size: 220 sqm | Building size: 130 sqm
194,100 Mccanns Road,"Sold $1,200,000 in Feb 2018","Last Sold $270,000 in May 1992", , ,"Land size: 30,535 sqm"
195,38 Golden Wattle Drive,"Sold $655,000 in Feb 2018","Last Sold $220,900 in Sep 2014", ,House: 4  2  3 ,Land size: 575 sqm | Building size: 269 sqm
196,122 Sovereign Drive,"Sold $432,500 in Feb 2018","Last Sold $122,500 in Sep 2014", ,House: 4  2  2 ,Land size: 262 sqm | Building size: 157 sqm
197,17 Conquest Street,"Sold $586,000 in Feb 2018", , ,House: 4  2  2 ,Land size: 575 sqm
198,16 Accord Street,"Sold $505,500 in Feb 2018", , ,House: 3  2  2 ,Land size: 349 sqm
199,86 Armstrong Boulevard,"Sold $471,000 in Feb 2018","Last Sold $117,500 in Sep 2013", ,House: 4  2  2 ,Land size: 227 sqm
200,8 Motion Drive,"Sold $555,000 in Feb 2018", , ,House: 4  2  2 ,Land size: 576 sqm
201,40 Armstrong Boulevard,"Sold $643,000 in Feb 2018","Last Sold $219,900 in Jun 2013", ,House: 4  2  2 ,Land size: 569 sqm
202,21 VELOCITY WAY,"Sold $499,000 in Jan 2018","Last Sold $177,900 in Sep 2014", ,House: 4  2  2 ,Land size: 448 sqm
203,12 Golden Wattle Drive,"Sold $532,000 in Jan 2018","Last Sold $198,900 in Feb 2000", ,House: 4  2  2 ,Land size: 511 sqm
204,7 Tutor Street,"Sold $623,000 in Jan 2018", , ,House: 4  2  2 ,Land size: 587 sqm
205,23 VELOCITY WAY,"Sold $492,000 in Jan 2018","Last Sold $157,900 in Dec 2015", , ,Land size: 400 sqm
206,6 Eaton Road,"Sold $386,500 in Jan 2018", , ,House: 3  1  1 ,Land size: 306 sqm
207,9 Connect Way,"Sold $345,000 in Jan 2018", , ,House: 2  1  1 ,Land size: 255 sqm
208,Lot 89 Yellow Gum Way,"Sold $239,000 in Dec 2017", , , , 
209,7 Native Avenue,"Sold $675,000 in Dec 2017","Last Sold $589,000 in Feb 2016", ,House: 4  2  2 ,Land size: 463 sqm | Building size: 250 sqm
210,11 Motion Drive,"Sold $483,000 in Dec 2017", , ,House: 3  2  2 ,Land size: 350 sqm
211,17 Arcadia Drive,"Sold $685,000 in Dec 2017","Last Sold $210,000 in Jan 2015", ,House: 4  2  2 ,Land size: 511 sqm
212,8 Native Avenue,"Sold $699,000 in Dec 2017","Last Sold $565,000 in Jul 2014", ,House: 4  2  1 ,Land size: 460 sqm
213,2 McCanns Road,"Sold $2,000,000 in Nov 2017","Last Sold $1,950,000 in Aug 2010", , ,"Land size: 352,314 sqm"
214,6 Native Avenue,"Sold $618,000 in Nov 2017","Last Sold $515,000 in Apr 2015", ,House: 4  2  2 ,Land size: 527 sqm
215,13 Golden Wattle Drive,"Sold $500,000 in Nov 2017","Last Sold $141,900 in Jul 2014", ,House: 4  2  2 ,Land size: 292 sqm
216,11 Celestial Way,"Sold $232,000 in Nov 2017", , , ,Land size: 447 sqm
217,Lot 107 Silverwattle Drive,"Sold $220,000 in Nov 2017", , , , 
218,5 Velocity Way,"Sold $385,000 in Nov 2017", , ,House: 3  2  1 ,Land size: 220 sqm
219,3 Eminence Street,"Sold $495,000 in Nov 2017", , ,House: 3  2  2 ,Land size: 400 sqm | Building size: 241 sqm
220,Lot 72 Connect Way,"Sold $186,000 in Nov 2017", , , , 
221,77 Golden Wattle Drive,"Sold $410,000 in Oct 2017","Last Sold $142,900 in Oct 2014", ,House: 3  2  1 ,Land size: 293 sqm
222,Lot 86 Connect Way,"Sold $178,000 in Oct 2017", , , , 
223,Lot 73 Connect Way,"Sold $189,000 in Oct 2017", , , , 
224,Lot 108 Silverwattle Drive,"Sold $239,000 in Oct 2017", , , , 
225,88 Sovereign Drive,"Sold $420,000 in Oct 2017", , ,House: 4  2  2 ,Land size: 218 sqm | Building size: 180 sqm
226,6 (1399) Connect Way,"Sold $400,000 in Oct 2017", , ,House: 3  2  2 , 
227,Lot 116 Silverwattle Drive,"Sold $198,000 in Oct 2017", , , , 
228,13 Celestial Way,"Sold $435,000 in Oct 2017", , ,House: 3  2  2 ,Land size: 293 sqm
229,56 Unity Drive,"Sold $705,000 in Sep 2017", , ,House: 3  2  2 ,Land size: 422 sqm | Building size: 33 sqm
230,13 Remarkable Drive,"Sold $432,500 in Sep 2017","Last Sold $157,900 in Apr 2013", ,House: 4  2  2 ,Land size: 399 sqm
231,63 Golden Wattle Drive,"Sold $439,000 in Sep 2017","Last Sold $152,900 in Aug 2014", ,House: 4  2  2 ,Land size: 349 sqm
232,Lot 70 Connect Way,"Sold $220,000 in Sep 2017", , , , 
233,30 Native Avenue,"Sold $525,000 in Sep 2017","Last Sold $200,000 in Jun 2014", ,House: 4  2  2 ,Land size: 527 sqm
234,Lot 79 Efficient Avenue,"Sold $198,000 in Sep 2017", , , , 
235,Lot 82 Yellow Gum Way,"Sold $203,000 in Sep 2017", , , , 
236,Lot 51 Velocity Way,"Sold $209,000 in Sep 2017", , , , 
237,Lot 52 Velocity Way,"Sold $219,000 in Sep 2017", , , , 
238,Lot 69 Velocity Way,"Sold $199,000 in Aug 2017", , , , 
239,Lot 85 Connect Way,"Sold $162,000 in Aug 2017", , , , 
240,Lot 49 Velocity Way,"Sold $219,000 in Aug 2017", , , , 
241,Lot 77 Efficient Avenue,"Sold $186,000 in Aug 2017", , , , 
242,Lot 55 Velocity Way,"Sold $219,000 in Aug 2017", , , , 
243,Lot 81 Yellow Gum Way,"Sold $219,000 in Aug 2017", , , , 
244,Lot 71 Connect Way,"Sold $186,000 in Aug 2017", , , , 
245,Lot 54 Velocity Way,"Sold $219,000 in Aug 2017", , , , 
246,Lot 139 55 Manna Gum Drive,"Sold $246,500 in Aug 2017", , , , 
247,Lot 67 Velocity Way,"Sold $186,000 in Aug 2017", , , , 
248,Lot 68 Velocity Way,"Sold $186,000 in Aug 2017", , , , 
249,Lot 66 Velocity Way,"Sold $186,000 in Aug 2017", , , , 
250,14 Latitude Street,"Sold $420,000 in Aug 2017", , ,House: 3  2  2 ,Land size: 292 sqm | Building size: 148 sqm
251,15 Princeton Street,"Sold $450,000 in Jul 2017", , ,House: 4  2  2 ,Land size: 448 sqm
