,address,sold,last sold,rent,house_info,land_size
123,128 Coppards Road,"Sold $412,000 in May 2018","Last Sold $230,000 in Jul 2007", ,House: 3  1  4 ,Land size: 581 sqm
124,45 Oxford Street,"Sold $360,000 in May 2018","Last Sold $177,000 in Nov 2007", ,House: 3  1  2 ,Land size: 606 sqm
125,37B Oxford Street,"Sold $405,000 in Apr 2018", ,Rent $360pw in Dec 2013,Townhouse: 3  2  2 ,Land size: 412 sqm
126,8 5 Oxford Street,"Sold $300,000 in Apr 2018", , ,Townhouse: 2  1  1 , 
127,8/5 OXFORD Street,"Sold $300,000 in Apr 2018", , , ,"Land size: 9,343 sqm"
128,43 Oxford Street,"Sold $250,000 in 21 Apr 2018(Auction)","Last Sold $136,000 in Aug 2009", ,House: 4  1  1 ,Land size: 388 sqm
129,25 Bellagio Court,"Sold $420,000 in Apr 2018","Last Sold $270,002 in Apr 2013", ,House: 3  2  2 ,Land size: 394 sqm | Building size: 124 sqm
130,12 Katrina Place,"Sold $395,000 in Mar 2018", , , , 
131,12 Katarina Place,"Sold $395,000 in Mar 2018","Last Sold $205,000 in Apr 2003", , ,Land size: 534 sqm
132,47 Townsend Road,"Sold $410,000 in Mar 2018","Last Sold $265,000 in May 2010", ,House: 3  1  4 ,Land size: 778 sqm | Building size: 154 sqm
133,32 Thompson Street,"Sold $512,000 in Mar 2018","Last Sold $100,000 in Feb 1997", ,House: 1  2  2 ,Land size: 946 sqm
134,55 Truscott Street,"Sold $480,000 in Mar 2018","Last Sold $330,000 in Mar 2011", ,House: 5  3  4 ,Land size: 735 sqm | Building size: 212 sqm
135,8 Challenger Close,"Sold $290,000 in Feb 2018","Last Sold $220,000 in Feb 2016", ,House: 3  1  4 ,Land size: 609 sqm | Building size: 98 sqm
136,26 Truscott Street,"Sold $442,000 in 24 Feb 2018(Auction)","Last Sold $128,250 in Dec 2001", ,House: 2  1  2 ,Land size: 725 sqm
137,1/166 Coppards Road,"Sold $265,000 in Feb 2018","Last Sold $192,000 in Feb 2011", , ,Land size: 297 sqm
138,19 Solar Drive,"Sold $342,000 in Feb 2018","Last Sold $159,000 in Feb 2005", ,House: 3  1  2 ,Land size: 654 sqm
139,4 Solar Drive,"Sold $310,000 in Jan 2018","Last Sold $178,000 in Mar 2006", ,House: 3  1  3 ,Land size: 567 sqm | Building size: 169 sqm
140,2-11 Greenwood Street,"Sold $435,000 in Jan 2018", , , , 
141,19 Freedom Court,"Sold $269,000 in Dec 2017","Last Sold $64,000 in Jan 1998", ,House: 3  1  2 ,Land size: 635 sqm
142,5 Vincent Court,"Sold $317,000 in Dec 2017","Last Sold $171,000 in Oct 2006", ,House: 2  1  1 ,Land size: 339 sqm
143,4 Pandora Court,"Sold $460,000 in Dec 2017","Last Sold $233,000 in Nov 2005", ,House: 3  1  4 ,Land size: 981 sqm | Building size: 200 sqm
144,48 Hickey Street,"Sold $341,000 in Dec 2017", ,Rent $280pw in Jan 2018,House: 2  1  2 ,Land size: 680 sqm
145,8 Bettsons Court,"Sold $447,550 in Dec 2017", ,Rent $370pw in Jan 2018,House: 3  2  2 ,Land size: 762 sqm
146,2 Katarina Place,"Sold $295,000 in Dec 2017","Last Sold $200,000 in Mar 2006", ,House: 2  1  1 ,Land size: 280 sqm
147,20 Truscott Street,"Sold $429,900 in Dec 2017","Last Sold $330,000 in Aug 2016", ,House: 4  2  2 ,Land size: 729 sqm
148,77 Solar Drive,"Sold $326,000 in Nov 2017","Last Sold $182,500 in Mar 2009", ,House: 3  1  3 ,Land size: 649 sqm
149,2 Koala Court,"Sold $471,000 in 18 Nov 2017(Auction)","Last Sold $380,000 in May 2015", ,House: 3  2  4 ,"Land size: 1,166 sqm | Building size: 175 sqm"
150,13 Armstrong Court,"Sold $320,000 in Nov 2017","Last Sold $118,000 in Mar 2003", ,House: 3  1  1 ,Land size: 644 sqm
151,6/220 Wilsons Road,"Sold $175,000 in Nov 2017","Last Sold $127,500 in Apr 2013", ,House: 1  1  , 
152,15 Koala Court,"Sold $346,000 in Oct 2017","Last Sold $97,000 in Apr 2006", , ,Land size: 332 sqm | Building size: 102 sqm
153,2 Casaceli Court,"Sold $342,500 in Oct 2017","Last Sold $240,000 in Feb 2015", ,House: 3  1  1 ,Land size: 590 sqm
154,6 Galaxy Court,"Sold $351,000 in Oct 2017","Last Sold $310,500 in Mar 2013", ,House: 3  1  2 ,Land size: 855 sqm | Building size: 128 sqm
155,233 Wilsons Road,"Sold $312,000 in Oct 2017","Last Sold $255,000 in Feb 2013", ,House: 4  1  1 ,Land size: 558 sqm | Building size: 102 sqm
156,195 Boundary Road,"Sold $347,500 in Oct 2017", , ,House: 3  1  2 ,Land size: 659 sqm
157,139 Solar Drive,"Sold $292,000 in Oct 2017","Last Sold $218,000 in Jan 2014", ,House: 3  1  4 ,Land size: 574 sqm
158,5/216 Wilsons Road,"Sold $210,000 in 07 Oct 2017(Auction)", ,Rent $230pw in Feb 2016, , 
159,5/214-216 Wilsons Road,"Sold $210,000 in Oct 2017","Last Sold $140,000 in Oct 2003", , ,Land size: 128 sqm
160,5/214 Wilsons Road,"Sold $210,000 in 07 Oct 2017(Auction)","Last Sold $140,000 in Oct 2003", , ,Land size: 128 sqm
161,2/197-201 Boundary Road,"Sold $198,000 in Oct 2017","Last Sold $120,000 in Aug 2007", , ,Land size: 109 sqm
162,2/197 Boundary Road,"Sold $198,000 in Oct 2017","Last Sold $120,000 in Aug 2007", ,House: 1  1  1 ,Land size: 109 sqm
163,15B Orbit Drive,"Sold $250,000 in Oct 2017", , , , 
164,51 Hickey Street,"Sold $377,000 in Sep 2017","Last Sold $180,000 in Feb 2000", ,House: 3  1  ,Land size: 674 sqm
165,12 Bellagio Court,"Sold $440,000 in Sep 2017","Last Sold $392,000 in May 2012", ,House: 4  2  2 ,Land size: 505 sqm | Building size: 224 sqm
166,15 Freedom Court,"Sold $294,000 in Sep 2017","Last Sold $165,250 in May 2005", ,House: 3  1  2 ,Land size: 564 sqm
167,141 Solar Drive,"Sold $298,000 in Sep 2017","Last Sold $244,000 in Sep 2011", ,House: 3  1  1 ,Land size: 568 sqm
168,2/144-152 Wilsons Road,"Sold $155,000 in Sep 2017","Last Sold $97,500 in Jun 2005", , ,"Land size: 1,017 sqm"
169,32 Regent Street,"Sold $317,000 in Sep 2017","Last Sold $277,500 in Oct 2014", ,House: 3  1  1 ,Land size: 391 sqm | Building size: 102 sqm
170,2/158 Wilsons Road,"Sold $225,000 in Aug 2017","Last Sold $160,000 in May 2003", , ,Land size: 236 sqm | Building size: 75 sqm
171,57 Solar Drive,"Sold $320,000 in Aug 2017","Last Sold $66,500 in Dec 1992", ,House: 4  1  2 ,Land size: 566 sqm
172,9 Lovell Court,"Sold $326,000 in Aug 2017","Last Sold $200,000 in Sep 2011", ,House: 3  1  4 ,Land size: 575 sqm
173,1/5 Cernan Court,"Sold $260,600 in Aug 2017","Last Sold $185,000 in Apr 2014", ,Townhouse: 3  1  1 ,Land size: 282 sqm | Building size: 105 sqm
174,1/3 Armstrong Court,"Sold $229,000 in Aug 2017","Last Sold $209,950 in Oct 2010", ,House: 3  1  1 ,Land size: 364 sqm
175,10/117-121 Solar Drive,"Sold $154,000 in Jul 2017","Last Sold $138,000 in Sep 2013", ,Townhouse: 1  1  1 ,Land size: 120 sqm
176,1/180 Coppards Road,"Sold $200,001 in Jul 2017","Last Sold $180,000 in Feb 2005", , ,Land size: 135 sqm | Building size: 77 sqm
177,2/51 Regent Street,"Sold $338,000 in Jul 2017", ,Rent $360pw in Sep 2018,Townhouse: 3  2  1 ,Land size: 275 sqm
178,2/1 Apollo Place,"Sold $218,000 in Jul 2017","Last Sold $78,000 in Jul 1992", , ,Land size: 198 sqm
179,10/117 Solar Drive,"Sold $154,000 in Jul 2017","Last Sold $138,000 in Sep 2013", , ,Land size: 120 sqm | Building size: 40 sqm
180,2/1-3 Apollo Place,"Sold $218,000 in Jul 2017","Last Sold $78,000 in Jul 1992", , ,Land size: 198 sqm
181,5/20 Regent Street,"Sold $210,500 in Jul 2017","Last Sold $177,000 in Aug 2012", , ,Land size: 48 sqm
182,15 Ranger Court,"Sold $312,000 in Jul 2017","Last Sold $180,000 in Jul 2015", ,House: 3  1  2 ,Land size: 558 sqm | Building size: 104 sqm
183,49 Melva Crescent,"Sold $290,000 in Jul 2017","Last Sold $216,000 in Apr 2007", ,House: 3  1  1 ,Land size: 325 sqm
184,16 Patrick Street,"Sold $230,000 in Jul 2017", , ,House: 4  1  2 ,Land size: 646 sqm
185,1/61 Regent Street,"Sold $287,000 in Jun 2017","Last Sold $249,000 in Jun 2009", , ,Land size: 263 sqm | Building size: 101 sqm
186,30a Orbit Drive,"Sold $315,000 in Jun 2017", ,Rent $330pw in Jul 2017,Townhouse: 3  2  1 ,Land size: 285 sqm
187,7B Bettsons Court,"Sold $375,000 in Jun 2017","Last Sold $330,000 in Aug 2012", , ,Land size: 379 sqm | Building size: 145 sqm
188,5/220-222 Wilsons Road,"Sold $195,000 in Jun 2017","Last Sold $185,000 in Oct 2013", , ,Land size: 60 sqm
189,9/211-213 Boundary Road,"Sold $250,000 in May 2017","Last Sold $170,000 in Oct 2003", , ,Land size: 214 sqm
190,35 Oxford Street,"Sold $316,000 in May 2017","Last Sold $247,500 in Jun 2014", ,House: 3  1  3 ,Land size: 602 sqm
191,42 Regent Street,"Sold $315,000 in May 2017","Last Sold $249,000 in Feb 2012", ,House: 3  1  1 ,Land size: 683 sqm | Building size: 106 sqm
192,11 Chapel Street,"Sold $400,000 in May 2017", , , ,Land size: 665 sqm
193,239 Boundary Road,"Sold $328,000 in May 2017","Last Sold $279,000 in Oct 2013", ,House: 3  1  2 ,Land size: 528 sqm | Building size: 127 sqm
194,16 Regent Street,"Sold $350,000 in 29 Apr 2017(Auction)", ,Rent $350pw in Jun 2018,House: 3  1  1 ,"Land size: 1,041 sqm"
195,45 Townsend Road,"Sold $290,000 in Apr 2017","Last Sold $230,000 in Apr 2010", ,House: 3  1  2 ,Land size: 779 sqm
196,44 Regent Street,"Sold $498,000 in 01 Apr 2017(Auction)","Last Sold $350,700 in Oct 2008", ,House: 4  2  4 ,"Land size: 1,092 sqm | Building size: 154 sqm"
197,43 Townsend Road,"Sold $245,000 in 25 Mar 2017(Auction)","Last Sold $68,000 in Dec 2000", ,House: 3  1  2 ,Land size: 789 sqm
198,169 Solar Drive,"Sold $279,000 in Mar 2017","Last Sold $250,000 in Feb 2016", ,House: 3  1  ,Land size: 840 sqm
199,2/38 Orbit Drive,"Sold $200,000 in Mar 2017","Last Sold $65,000 in Feb 2000", , ,Land size: 178 sqm
200,6 Monash Court,"Sold $350,000 in Mar 2017","Last Sold $325,000 in Sep 2014", ,House: 3  2  2 ,Land size: 738 sqm
201,4/1-3 Apollo Place,"Sold $215,000 in Mar 2017","Last Sold $185,000 in Jun 2009", , ,Land size: 166 sqm
202,4/1 Apollo Place,"Sold $215,000 in Mar 2017","Last Sold $185,000 in Jun 2009", , ,Land size: 166 sqm
203,22 Lino Court,"Sold $240,000 in Mar 2017","Last Sold $145,000 in Aug 2002", ,House: 3  1  1 ,Land size: 822 sqm
204,4/53 Regent,"Sold $215,000 in Mar 2017", , , , 
205,4/53 Regent Street,"Sold $215,000 in Mar 2017","Last Sold $195,000 in Dec 2015", , ,Land size: 94 sqm
206,6 Ariel Court,"Sold $225,000 in Mar 2017","Last Sold $71,000 in Mar 1994", ,House: 3  1  1 ,Land size: 598 sqm
207,11 Armstrong Court,"Sold $280,000 in Feb 2017","Last Sold $155,000 in Apr 2005", ,House: 3  1  1 ,Land size: 732 sqm
208,5/17 Truscott Street,"Sold $183,000 in Feb 2017","Last Sold $150,700 in Mar 2010", , ,Land size: 193 sqm | Building size: 60 sqm
209,18 Worden Court,"Sold $255,000 in Feb 2017","Last Sold $228,000 in Jun 2011", ,House: 3  1  2 ,Land size: 648 sqm
210,2/14 Oxford Street,"Sold $252,000 in Feb 2017","Last Sold $247,500 in Feb 2013", , ,Land size: 167 sqm
211,1/53 Townsend Road,"Sold $182,500 in Feb 2017", , , ,Land size: 240 sqm
212,2/7 Patrick Street,"Sold $258,000 in Feb 2017","Last Sold $227,000 in Apr 2012", , ,Land size: 232 sqm
213,7 Vostok Court,"Sold $245,000 in Feb 2017","Last Sold $225,000 in Jan 2016", ,House: 3  1  1 ,Land size: 575 sqm | Building size: 89 sqm
214,18 Bettsons Court,"Sold $350,000 in Feb 2017","Last Sold $123,000 in Nov 1994", ,House: 3  2  1 ,Land size: 668 sqm
215,98 Solar Drive,"Sold $250,000 in Jan 2017","Last Sold $225,000 in May 2014", ,House: 3  1  2 ,Land size: 663 sqm | Building size: 112 sqm
216,12 Lovell Court,"Sold $270,000 in Jan 2017","Last Sold $253,000 in Dec 2011", ,House: 4  2  2 ,Land size: 609 sqm
217,1 Regent Street,"Sold $3,100,000 in Jan 2017","Last Sold $400,000 in May 2006", , ,"Land size: 2,190 sqm"
218,30B Orbit Drive,"Sold $317,500 in Jan 2017","Last Sold $102,500 in Mar 2015", , ,Land size: 283 sqm
219,4 Planet Court,"Sold $290,000 in Jan 2017","Last Sold $265,000 in Sep 2013", ,House: 3  1  2 ,Land size: 668 sqm | Building size: 106 sqm
220,4/224 Wilsons Road,"Sold $173,000 in Jan 2017","Last Sold $148,000 in Nov 2014", , ,Land size: 69 sqm
221,21 Townsend Road,"Sold $290,000 in Jan 2017", ,Rent $320pw in Oct 2019,House: 3  1  1 ,Land size: 697 sqm
222,4/224-226 Wilsons Road,"Sold $173,000 in Jan 2017","Last Sold $148,000 in Nov 2014", ,Townhouse: 1  1  1 ,Land size: 69 sqm
223,21 Bellagio Court,"Sold $365,000 in Jan 2017","Last Sold $99,000 in Jul 2007", ,House: 3  2  2 ,Land size: 513 sqm
224,112 Solar Drive,"Sold $260,000 in Dec 2016","Last Sold $116,000 in Feb 2000", ,House: 3  1  ,Land size: 671 sqm | Building size: 668 sqm
225,1/5 Koala Court,"Sold $278,000 in Dec 2016", , , ,Land size: 241 sqm
