,address,sold,last sold,rent,house_info,land_size
94,27 Hitchcock Street,"Sold $277,500 in May 2016","Last Sold $210,000 in Jun 2007", ,House: 3  1  1 ,Land size: 552 sqm
95,36 Cosgrove Street,"Sold $335,000 in May 2016","Last Sold $300,000 in Jun 2009", ,Townhouse: 3  1  2 ,Land size: 247 sqm | Building size: 137 sqm
96,1/1 Holman Court,"Sold $205,000 in May 2016","Last Sold $145,000 in May 2008", ,House: 2  1  1 ,Land size: 88 sqm
97,3/6 Solomon Court,"Sold $285,000 in Apr 2016","Last Sold $60,000 in Sep 2011", ,House: 3  2  1 ,Land size: 270 sqm | Building size: 121 sqm
98,2A Cosgrove Street,"Sold $272,500 in Apr 2016", ,Rent $300pw in Sep 2018,Townhouse: 2  1  1 ,Land size: 320 sqm
99,3 Young Street,"Sold $218,000 in Mar 2016", , ,House: 3  1  1 ,Land size: 534 sqm
100,2/51 Tucker Street,"Sold $277,500 in Feb 2016", , , ,Land size: 214 sqm
101,15 Young Street,"Sold $270,000 in Feb 2016","Last Sold $62,000 in Dec 1988", ,House: 3  1  1 ,Land size: 539 sqm | Building size: 113 sqm
102,35A Tanner Street,"Sold $235,000 in Jan 2016", ,Rent $240pw in Mar 2014, ,Land size: 262 sqm | Building size: 100 sqm
103,19 Tanner Street,"Sold $315,000 in Nov 2015","Last Sold $275,000 in May 2011", ,House: 3  1  1 ,Land size: 843 sqm | Building size: 106 sqm
104,2/2 Hamilton Court,"Sold $290,000 in Oct 2015", ,Rent $320pw in Dec 2016,House: 2  1  1 ,Land size: 186 sqm | Building size: 97 sqm
105,34 Hitchcock Street,"Sold $275,000 in Oct 2015", , ,House: 3  1  2 ,Land size: 639 sqm
106,6 Hamilton Court,"Sold $250,000 in Oct 2015","Last Sold $68,500 in Feb 2000", ,House: 3  1  1 ,Land size: 657 sqm
107,1/22 Apparel Close,"Sold $429,000 in Sep 2015","Last Sold $275,000 in Mar 2009", , ,Land size: 266 sqm | Building size: 234 sqm
108,1/2 Hamilton Court,"Sold $300,000 in Aug 2015", ,Rent $300pw in Apr 2015, ,Land size: 241 sqm | Building size: 97 sqm
109,2 McAllister Street,"Sold $267,000 in Aug 2015","Last Sold $253,000 in Apr 2014", ,House: 3  1  2 ,Land size: 553 sqm
110,2 Tanner Court,"Sold $318,000 in Jul 2015","Last Sold $198,000 in Aug 2003", ,House: 3  1  4 ,Land size: 654 sqm
111,24 Young Street,"Sold $267,500 in Jun 2015", , ,House: 3  1  ,Land size: 534 sqm
112,208 St Albans Road,"Sold $276,500 in May 2015","Last Sold $219,000 in Apr 2010", ,House: 3  1  3 ,Land size: 546 sqm | Building size: 100 sqm
113,7 Hodges Court,"Sold $270,000 in May 2015","Last Sold $190,000 in Jul 2008", ,House: 3  1  2 ,Land size: 608 sqm | Building size: 96 sqm
114,35 Tanner Street,"Sold $355,000 in May 2015","Last Sold $299,000 in Jul 2012", ,House: 2  1  6 ,Land size: 766 sqm
115,5/1 Holman Court,"Sold $177,000 in Apr 2015","Last Sold $159,000 in Feb 2010", ,House: 2  1  1 ,Land size: 48 sqm
116,1/6 Keith Court,"Sold $219,000 in Apr 2015","Last Sold $79,500 in Mar 1989", ,House: 2  1  1 ,Land size: 213 sqm
117,4/6-10 Apparel Close,"Sold $261,000 in Mar 2015", , , ,Land size: 169 sqm
118,7 Young Street,"Sold $239,000 in Mar 2015","Last Sold $89,950 in Jun 2001", ,House: 3  1  1 ,Land size: 537 sqm
119,198 St Albans Road,"Sold $222,500 in Feb 2015","Last Sold $50,500 in Sep 1987", ,House: 3  1  1 ,Land size: 546 sqm | Building size: 97 sqm
120,2/6 Keith Court,"Sold $212,000 in Feb 2015", , ,House: 2  1  3 ,Land size: 269 sqm
121,16 McAllister Street,"Sold $269,000 in Feb 2015","Last Sold $72,000 in Jan 1997", ,House: 3  1  2 ,Land size: 544 sqm
122,27 Tucker Street,"Sold $205,000 in Feb 2015","Last Sold $77,000 in Feb 2000", ,House: 2  1  3 ,Land size: 518 sqm
123,76 Breakwater Road,"Sold $358,000 in Feb 2015","Last Sold $305,000 in May 2008", ,House: 3  1  2 ,Land size: 848 sqm | Building size: 116 sqm
124,10 McAllister Street,"Sold $245,000 in Jan 2015", , ,House: 3  1  ,Land size: 539 sqm | Building size: 104 sqm
125,60 Fidge Crescent,"Sold $270,000 in Jan 2015","Last Sold $168,000 in Dec 2004", ,House: 3  1  1 ,Land size: 554 sqm
126,8/6-10 Apparel Close,"Sold $260,000 in Jan 2015", , ,House: ,Land size: 167 sqm
127,8/6 Apparel Close,"Sold $260,000 in Jan 2015", , , , 
128,214 St Albans Road,"Sold $250,000 in Dec 2014", , ,House: 3  1  2 ,Land size: 537 sqm
129,5-6 Industrial Place,"Sold $325,000 in Dec 2014", , , ,"Land size: 1,349 sqm"
130,3-4 Industrial Place,"Sold $325,000 in Dec 2014", , , ,"Land size: 1,349 sqm"
131,61 Leather Street,"Sold $2,100,000 in Dec 2014", ,"Rent $35,000pw in Oct 2016", ,"Land size: 7,565 sqm | Building size: 3034 sqm"
132,3 Industrial Place,"Sold $325,000 in Dec 2014", , , ,"Land size: 1,349 sqm"
133,5 Industrial Place,"Sold $325,000 in Dec 2014", , , ,"Land size: 1,349 sqm"
134,5/6-10 Apparel Close,"Sold $335,000 in Nov 2014", , , ,Land size: 384 sqm
135,57 Tucker Street,"Sold $1,400,000 in Nov 2014", , , ,"Land size: 3,546 sqm"
136,26 Leather Street,"Sold $495,000 in Nov 2014", , , ,"Land size: 2,148 sqm"
137,9/6 Apparel Close,"Sold $291,500 in Nov 2014", , , ,Land size: 166 sqm
138,5/6 Apparel Close,"Sold $335,000 in Nov 2014", , , ,Land size: 383 sqm
139,36-40 Fellmongers Road,"Sold $7,490,676 in Oct 2014","Last Sold $6,325,000 in Jul 2011", , ,"Land size: 81,474 sqm"
140,194 St Albans Road,"Sold $120,000 in Oct 2014", , ,House: 3  1  2 ,Land size: 530 sqm | Building size: 116 sqm
141,36 Fellmongers Road,"Sold $7,490,676 in Oct 2014", , , ,"Land size: 81,474 sqm"
142,26 Hitchcock Street,"Sold $280,000 in Sep 2014","Last Sold $126,000 in Dec 2001", ,House: 3  1  1 ,Land size: 557 sqm | Building size: 139 sqm
143,9 Fellmongers Road,"Sold $230,000 in Aug 2014","Last Sold $69,500 in Sep 1999", ,House: 3  1  2 ,Land size: 397 sqm | Building size: 160 sqm
144,20-21 Industrial Place,"Sold $1,000,000 in Aug 2014","Last Sold $260,000 in Sep 2005", , ,"Land size: 2,037 sqm"
145,2 Dyson Court,"Sold $1,298,000 in Aug 2014","Last Sold $68,000 in Mar 1995", , ,"Land size: 4,388 sqm"
146,20 Industrial Place,"Sold $1,000,000 in Aug 2014", , , ,"Land size: 2,037 sqm"
147,10/6 Apparel Close,"Sold $335,500 in Aug 2014", , , ,Land size: 161 sqm
148,1/6 Solomon Court,"Sold $225,000 in Jun 2014", , ,House: 3  1  1 ,Land size: 302 sqm
149,39 Fidge Crescent,"Sold $179,900 in Jun 2014","Last Sold $169,000 in Apr 2007", ,House: 3  1  2 ,Land size: 557 sqm | Building size: 107 sqm
150,92 St Albans Road,"Sold $220,000 in Jun 2014", , , , 
151,9a Fellmongers Road,"Sold $165,000 in Jun 2014", , ,House: 2  1  1 ,Land size: 397 sqm
152,205 Boundary Road,"Sold $239,500 in Jun 2014", , , , 
153,2 Atkins Street,"Sold $199,000 in Jun 2014", , , , 
154,23 Boundary Road,"Sold $249,000 in Jun 2014", , , , 
155,9 Fidge Crescent,"Sold $254,000 in Jun 2014","Last Sold $225,000 in Jul 2010", ,House: 3  1  1 ,Land size: 596 sqm | Building size: 110 sqm
156,15 Fellmongers Road,"Sold $277,000 in Jun 2014", , ,House: 3  1  3 ,Land size: 664 sqm
157,32 Leather Street,"Sold $715,000 in May 2014", , , ,"Land size: 4,092 sqm | Building size: 1458 sqm"
158,2/8 Tucker Street,"Sold $258,000 in May 2014", , , ,Land size: 348 sqm | Building size: 104 sqm
159,9/9-11 Leather Street,"Sold $236,500 in Apr 2014","Last Sold $209,000 in Aug 2011", , ,Land size: 110 sqm
160,6 McAllister Street,"Sold $265,000 in Apr 2014","Last Sold $73,000 in Nov 1995", ,House: 3  1  3 ,Land size: 537 sqm | Building size: 130 sqm
161,9/9 Leather Street,"Sold $236,500 in Mar 2014", , , ,Land size: 110 sqm
162,1/8 Tucker Street,"Sold $245,000 in Mar 2014", , ,House: 6  2  3 ,Land size: 365 sqm | Building size: 90 sqm
163,2/9-11 Leather Street,"Sold $198,000 in Feb 2014","Last Sold $138,000 in Apr 2007", , ,Land size: 94 sqm
164,4 Tucker Street,"Sold $242,500 in Jan 2014", , ,House: 3  1  1 ,Land size: 856 sqm | Building size: 97 sqm
165,2/6-10 Apparel Close,"Sold $266,000 in Dec 2013", , , ,Land size: 169 sqm | Building size: 162 sqm
166,2/6 Apparel Close,"Sold $266,000 in Dec 2013", , , , 
167,6/21 Leather Street,"Sold $720,000 in Dec 2013","Last Sold $550,000 in May 2009", , ,"Land size: 1,337 sqm"
168,1/6 Apparel Close,"Sold $302,500 in Dec 2013", , , , 
169,4/43-45 Tucker Street,"Sold $233,000 in Nov 2013","Last Sold $89,000 in May 2001", , ,Land size: 187 sqm
170,4/43 Tucker Street,"Sold $233,000 in Nov 2013", , , ,Land size: 187 sqm
171,5/12 Apparel Close,"Sold $335,500 in Nov 2013", , , ,Land size: 216 sqm
172,56B Tucker Street,"Sold $350,250 in Oct 2013","Last Sold $280,000 in Dec 2007", ,House: 3  1  1 ,Land size: 762 sqm | Building size: 125 sqm
173,33 Young Street,"Sold $250,000 in Oct 2013", ,Rent $350pw in Sep 2019,House: 3  1  2 ,Land size: 534 sqm | Building size: 100 sqm
174,8 Tucker Street,"Sold $363,700 in Oct 2013", , ,House: 6  2  3 ,Land size: 135 sqm
175,14-16 Currier Street,"Sold $390,000 in Oct 2013","Last Sold $220,000 in Jul 2005", , ,"Land size: 1,854 sqm"
176,3/66 Tanner Street,"Sold $375,100 in Oct 2013", , , ,Land size: 504 sqm
177,1/66 Tanner Street,"Sold $120,450 in Oct 2013", , , ,Land size: 872 sqm
178,2/66 Tanner Street,"Sold $120,450 in Oct 2013", , , ,Land size: 874 sqm
179,56 Tucker Street,"Sold $350,250 in Oct 2013","Last Sold $85,000 in Mar 1988", ,House: ,Land size: 762 sqm
180,14 Currier Street,"Sold $390,000 in Oct 2013","Last Sold $220,000 in Jul 2005", , ,"Land size: 1,854 sqm"
181,58 Tucker Street,"Sold $410,000 in 21 Sep 2013(Auction)", , , ,"Land size: 1,364 sqm"
182,5 Tanner Court,"Sold $374,500 in Sep 2013","Last Sold $125,000 in Dec 2007", , ,Land size: 621 sqm | Building size: 134 sqm
183,6/12 Apparel Close,"Sold $332,750 in Sep 2013", , , ,Land size: 216 sqm
184,7/12 Apparel Close,"Sold $269,500 in Sep 2013", , , ,Land size: 163 sqm
185,1/12-14 Apparel Close,"Sold $308,000 in Aug 2013", ,"Rent $20,000pw in Jul 2017", ,Land size: 163 sqm
186,8/12-14 Apparel Close,"Sold $264,000 in Aug 2013", , , ,Land size: 167 sqm
187,48 Tucker Street,"Sold $350,000 in Aug 2013", ,Rent $300pw in Jan 2014,House: 3  1  1 ,"Land size: 1,176 sqm | Building size: 127 sqm"
188,1/12 Apparel Close,"Sold $308,000 in Aug 2013", , , ,Land size: 163 sqm | Building size: 160 sqm
189,8/12 Apparel Close,"Sold $264,000 in Aug 2013", , , ,"Land size: 3,633 sqm"
190,55 Leather Street,"Sold $335,000 in Aug 2013","Last Sold $75,000 in Sep 1996", , ,"Land size: 1,534 sqm | Building size: 1534 sqm"
