Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
10 Southwinds Road,670000,Sep 2020,200000.0,May 2013,,,,568,239.0,,,,Armstrong Creek,1
25 Burgess Avenue,580000,Sep 2020,205000.0,Feb 2017,,400,May 2018,511,,4.0,2.0,2.0,Armstrong Creek,1
183 Warralily Boulevard,607500,Sep 2020,161000.0,Nov 2013,,,,508,218.0,,,,Armstrong Creek,1
51 Noosa Circuit,503000,Sep 2020,147000.0,Mar 2015,,390,Aug 2017,336,,3.0,2.0,2.0,Armstrong Creek,1
42 DECOURCY WAY,545000,Sep 2020,187000.0,Nov 2015,,440,Apr 2019,447,,4.0,2.0,2.0,Armstrong Creek,1
5 Beard Street,445000,Sep 2020,364000.0,Aug 2017,,350,Sep 2020,276,,3.0,2.0,1.0,Armstrong Creek,1
21-23 Albanel Street,520000,Sep 2020,,,,,,290,,,,,Armstrong Creek,1
142 Warralily Boulevard,475000,Sep 2020,153000.0,Jun 2012,,395,Apr 2017,399,138.0,3.0,2.0,2.0,Armstrong Creek,1
58 Madeira Street,580000,Sep 2020,,,,,,473,,3.0,2.0,2.0,Armstrong Creek,1
7 Middleton Road,579000,Sep 2020,,,,,,402,,4.0,2.0,2.0,Armstrong Creek,1
8 Creekward Drive,530500,Sep 2020,167000.0,Dec 2010,,,,447,152.0,,,,Armstrong Creek,1
2 Haven Court,429000,Sep 2020,,,,,,176,,3.0,2.0,2.0,Armstrong Creek,1
55 lot 1004 Edenhope Circuit,283000,Sep 2020,,,,,,,,,,,Armstrong Creek,1
12 Seifferts Street,550000,Aug 2020,183000.0,May 2014,,,,504,,,,,Armstrong Creek,1
15 Carter Road,570000,Aug 2020,153075.0,Jun 2012,,400,May 2018,434,,3.0,2.0,2.0,Armstrong Creek,1
5 Seifferts Street,650000,Aug 2020,545000.0,Oct 2017,,,,546,,4.0,2.0,2.0,Armstrong Creek,1
269 Warralily Boulevard,570000,Aug 2020,,,,,,448,,4.0,2.0,2.0,Armstrong Creek,1
37 Monterey Street,424000,Aug 2020,,,,,,185,,,,,Armstrong Creek,1
44 Noosa Circuit,500000,Aug 2020,,,,,,335,,,,,Armstrong Creek,1
17 Lyall Street,580000,Aug 2020,180000.0,Jun 2014,,470,Nov 2020,444,,4.0,2.0,2.0,Armstrong Creek,1
57 Edenhope Circuit,565000,Aug 2020,,,,,,400,,4.0,2.0,2.0,Armstrong Creek,1
23 Rottness Drive,598000,Aug 2020,,,,,,510,,4.0,2.0,2.0,Armstrong Creek,1
10 MCKINLEY Avenue,500000,Aug 2020,152000.0,Apr 2016,,390,Sep 2019,400,,,,,Armstrong Creek,1
17 Coastal Drive,600000,Aug 2020,209000.0,Nov 2010,,,,523,182.0,,,,Armstrong Creek,1
20 Ross Street,575000,Aug 2020,,,,,,399,,,,,Armstrong Creek,1
14 Daybreak Avenue,625000,Aug 2020,491000.0,Apr 2017,,,,489,,4.0,2.0,2.0,Armstrong Creek,1
12 Iris Loop,615000,Aug 2020,,,,,,447,,4.0,2.0,2.0,Armstrong Creek,1
49 Middleton Road,580000,Aug 2020,,,,,,455,,,,,Armstrong Creek,1
Lot 107/17 Atherton Street,307500,Aug 2020,,,,,,512,,,,,Armstrong Creek,1
28 Dooliebeal Avenue,620000,Aug 2020,,,,,,456,,4.0,2.0,2.0,Armstrong Creek,1
14 Chelsea Drive,197500,Aug 2020,,,,,,,,,,,Armstrong Creek,1
814 Barwon Heads Road,580000,Aug 2020,171000.0,Feb 2000,,,,507,,,,,Armstrong Creek,1
9 Rottness Drive,580000,Aug 2020,164000.0,Feb 2000,,,,448,,,,,Armstrong Creek,1
182 Warralily Boulevard,592500,Aug 2020,,,,530,May 2019,469,,4.0,2.0,2.0,Armstrong Creek,1
18 Tenterfield Street,495000,Aug 2020,,,,,,335,,4.0,2.0,1.0,Armstrong Creek,1
25 Mallacoota Crescent,620000,Aug 2020,550000.0,Feb 2018,,,,448,222.0,4.0,2.0,2.0,Armstrong Creek,1
14 Saltbreeze Boulevard,605500,Aug 2020,445000.0,Jun 2015,,,,506,177.0,4.0,2.0,2.0,Armstrong Creek,1
23 Vaughan Drive,472500,Aug 2020,,,,,,323,,3.0,2.0,2.0,Armstrong Creek,1
Lot 329 McArthur Crescent,240000,Aug 2020,,,,,,,,,,,Armstrong Creek,1
26 Nature Street,320000,Aug 2020,,,,,,513,,,,,Armstrong Creek,1
15 Hammond Street,545000,Aug 2020,,,,430,Jun 2019,446,,4.0,2.0,2.0,Armstrong Creek,1
40 Daybreak Avenue,572500,Aug 2020,162000.0,May 2013,,,,498,168.0,,,,Armstrong Creek,1
1/5 Kookaburra Drive,420000,Aug 2020,,,,,,,,,,,Armstrong Creek,1
3 Corella Road,396000,Aug 2020,,,,,,,,,,,Armstrong Creek,1
77A Iris Loop,495000,Aug 2020,,,,,,336,,3.0,2.0,2.0,Armstrong Creek,1
9 Vaughan Drive,310000,Aug 2020,,,,,,568,,,,,Armstrong Creek,1
Lot 9417/21 Swaine Street,255000,Aug 2020,,,,,,,,,,,Armstrong Creek,1
12 Chelsea Drive,217000,Jul 2020,,,,,,,,,,,Armstrong Creek,1
13 McCormack Avenue,462000,Jul 2020,,,,400,Aug 2020,262,,3.0,2.0,2.0,Armstrong Creek,1
1 Jindabyne Street,607000,Jul 2020,,,,,,499,,,,,Armstrong Creek,1
Lot 36 Monterey Street,474000,Jul 2020,,,,,,184,,,,,Armstrong Creek,1
Lot 30 Monterey Street,474000,Jul 2020,,,,,,184,,,,,Armstrong Creek,1
Lot 46 Monterey Street,459000,Jul 2020,,,,,,184,,,,,Armstrong Creek,1
15 Canoe Street,570000,Jul 2020,175500.0,Jul 2014,,,,447,168.0,,,,Armstrong Creek,1
24 Lance Drive,650000,Jul 2020,,,,,,505,,4.0,2.0,2.0,Armstrong Creek,1
Lot 9415/17 Swaine Street,255000,Jul 2020,,,,,,,,,,,Armstrong Creek,1
40 MALLACOOTA Crescent,486000,Jul 2020,160000.0,Feb 2016,,,,424,,,,,Armstrong Creek,1
"Lot 628, 8 Myna Way",272000,Jul 2020,,,,,,,,,,,Armstrong Creek,1
23 Lampard Street,650000,Jul 2020,,,,,,554,,,,,Armstrong Creek,1
804 Barwon Heads Road,512000,Jul 2020,152000.0,Aug 2010,,,,399,,,,,Armstrong Creek,1
Lot 9624/17 Vienet Avenue,279000,Jul 2020,,,,,,,,,,,Armstrong Creek,1
31-35 Sirrom Crescent,765000,Jul 2020,,,,,,703,,5.0,3.0,6.0,Armstrong Creek,1
6 Esperance Avenue,547500,Jul 2020,,,,,,350,,,,,Armstrong Creek,1
15 Beekeeper Road,645000,Jul 2020,186000.0,Apr 2012,,,,592,212.0,,,,Armstrong Creek,1
10 Sanderling Avenue,455000,Jul 2020,,,,,,507,,3.0,2.0,2.0,Armstrong Creek,1
Lot 323 McArthur Crescent,240000,Jul 2020,,,,,,,,,,,Armstrong Creek,1
48 Monterey Street,459000,Jul 2020,,,,,,176,,3.0,2.0,2.0,Armstrong Creek,1
26-28 Wild Oak Avenue,558000,Jul 2020,,,,,,462,,,,,Armstrong Creek,1
Lot 211 Atherton Street,216000,Jul 2020,,,,,,,,,,,Armstrong Creek,1
51 Element Circuit,525000,Jul 2020,,,,,,,,4.0,2.0,2.0,Armstrong Creek,1
25 Coastside Drive,545000,Jul 2020,183000.0,Nov 2013,,460,Mar 2018,507,338.0,,,,Armstrong Creek,1
16 Neville Drive,490000,Jul 2020,156000.0,Dec 2015,,390,Mar 2017,337,,3.0,2.0,2.0,Armstrong Creek,1
