,date,mintemp,maxtemp,rainfall,dir_maxgust,spd_maxgust,time_maxgust,9am_temp,9am_rh,9am_wd,9am_ws,9am_mslp,3pm_temp,3pm_rh,3pm_wd,3pm_ws,3pm_mslp,pm25,pm10,o3,no2,so2,co
1453,2018-01-29,25.1,32.0,0.0,SSW,48.0,14:15:00,27.7,63.0,NNE,11.0,1005.5,21.4,94.0,S,28.0,1007.0,39.0,9.0,13.0,3.0,2.0,1.0
1454,2018-01-30,15.5,21.0,37.0,SSW,52.0,14:39:00,17.2,63.0,SSW,19.0,1012.8,19.0,54.0,S,28.0,1013.0,31.0,14.0,15.0,2.0,2.0,1.0
1455,2018-01-31,12.9,19.4,0.0,S,52.0,11:54:00,15.5,58.0,WSW,13.0,1015.7,17.3,50.0,S,28.0,1016.9,22.0,12.0,13.0,3.0,2.0,1.0
1456,2018-02-01,13.3,20.8,0.6,S,39.0,12:19:00,14.3,76.0,SSE,11.0,1018.3,18.9,57.0,S,26.0,1017.8,16.0,12.0,12.0,2.0,2.0,1.0
1457,2018-02-02,13.7,22.3,0.2,S,37.0,16:04:00,18.3,72.0,S,15.0,1019.5,20.8,62.0,S,20.0,1019.1,12.0,12.0,13.0,1.0,2.0,1.0
1458,2018-02-03,15.2,25.3,0.0,SSE,43.0,17:51:00,20.6,70.0,SE,15.0,1022.5,23.9,59.0,SSE,24.0,1021.8,17.0,8.0,14.0,2.0,2.0,1.0
1459,2018-02-04,13.6,25.1,0.0,SSE,31.0,17:24:00,20.8,80.0,SE,6.0,1024.8,24.3,49.0,S,17.0,1022.5,17.0,17.0,15.0,4.0,2.0,1.0
1460,2018-02-05,13.8,24.2,0.0,S,31.0,16:08:00,17.8,92.0,SE,6.0,1021.3,22.8,63.0,S,17.0,1018.8,13.0,21.0,20.0,4.0,1.0,2.0
1461,2018-02-06,16.3,26.9,0.0,S,35.0,15:10:00,20.7,82.0,ESE,9.0,1018.2,25.4,57.0,SSE,19.0,1016.6,17.0,25.0,33.0,6.0,1.0,1.0
1462,2018-02-07,16.2,31.1,0.0,SSW,37.0,18:20:00,22.2,93.0,ESE,4.0,1014.9,30.5,47.0,S,19.0,1012.3,29.0,16.0,21.0,5.0,2.0,1.0
1463,2018-02-08,19.5,29.3,0.0,S,35.0,16:11:00,22.5,74.0,NW,9.0,1013.3,23.5,79.0,S,17.0,1014.8,29.0,10.0,17.0,3.0,2.0,1.0
1464,2018-02-09,19.2,24.6,0.0,S,30.0,13:37:00,20.1,93.0,SSE,13.0,1015.7,23.5,67.0,SSE,15.0,1014.8,25.0,23.0,24.0,7.0,2.0,1.0
1465,2018-02-10,15.6,34.9,0.0,NW,59.0,14:25:00,22.2,81.0,N,6.0,1006.4,33.1,32.0,NW,24.0,1000.7,20.0,14.0,16.0,1.0,2.0,1.0
1466,2018-02-11,12.8,21.9,0.2,S,41.0,14:34:00,16.7,80.0,SW,13.0,1009.5,21.1,52.0,SSW,22.0,1009.4,34.0,16.0,17.0,3.0,2.0,1.0
1467,2018-02-12,14.6,23.3,0.0,SSE,30.0,16:02:00,17.4,58.0,WSW,9.0,1011.3,21.8,47.0,SSE,9.0,1011.3,22.0,21.0,24.0,4.0,2.0,1.0
1468,2018-02-13,13.1,27.7,0.0,SE,33.0,16:08:00,20.1,77.0,Calm,0.0,1012.8,25.5,44.0,NE,15.0,1009.4,10.0,28.0,16.0,5.0,2.0,1.0
1469,2018-02-14,14.1,23.0,1.6,WSW,74.0,06:48:00,14.4,93.0,WNW,26.0,1005.4,21.4,29.0,W,33.0,1010.7,30.0,22.0,15.0,5.0,2.0,1.0
1470,2018-02-15,12.5,23.1,0.0,W,46.0,12:39:00,16.1,58.0,NW,17.0,1014.1,21.5,47.0,W,22.0,1012.1,34.0,26.0,16.0,3.0,2.0,1.0
1471,2018-02-16,12.4,23.3,0.0,WSW,33.0,09:37:00,16.2,75.0,WSW,17.0,1014.6,20.9,49.0,SE,19.0,1013.9,17.0,31.0,18.0,4.0,2.0,1.0
1472,2018-02-17,9.5,27.4,0.0,SSE,43.0,14:35:00,15.2,92.0,W,6.0,1013.9,23.2,52.0,S,24.0,1011.7,33.0,17.0,16.0,3.0,2.0,1.0
1473,2018-02-18,13.0,23.8,0.0,S,33.0,14:22:00,18.8,92.0,SE,4.0,1013.5,21.4,68.0,SSE,19.0,1013.2,21.0,14.0,13.0,1.0,2.0,1.0
1474,2018-02-19,16.0,23.7,2.2,SE,56.0,15:02:00,18.4,83.0,SSE,20.0,1017.2,21.1,76.0,SSE,30.0,1016.7,12.0,20.0,17.0,3.0,2.0,1.0
1475,2018-02-20,14.9,26.9,0.0,ESE,39.0,23:02:00,17.7,65.0,ESE,15.0,1019.6,25.9,38.0,SSE,15.0,1016.7,21.0,32.0,26.0,7.0,1.0,1.0
1476,2018-02-21,14.2,29.9,0.0,S,30.0,18:09:00,18.2,92.0,Calm,0.0,1015.3,28.8,33.0,NE,6.0,1013.1,23.0,28.0,32.0,6.0,3.0,1.0
1477,2018-02-22,18.2,30.4,0.0,W,24.0,14:28:00,21.2,92.0,Calm,0.0,1015.0,28.8,39.0,N,9.0,1012.7,30.0,22.0,27.0,9.0,5.0,3.0
1478,2018-02-23,19.4,32.9,0.8,SSW,39.0,16:50:00,21.2,96.0,E,2.0,1010.6,30.5,41.0,ENE,19.0,1005.3,27.0,20.0,21.0,4.0,1.0,1.0
1479,2018-02-24,20.8,28.8,0.4,SSW,43.0,12:18:00,26.9,62.0,W,17.0,1002.1,19.8,91.0,SSW,22.0,1005.8,38.0,16.0,16.0,1.0,2.0,1.0
1480,2018-02-25,15.7,20.3,0.0,S,46.0,15:01:00,16.0,54.0,SSE,17.0,1013.5,17.8,50.0,S,30.0,1014.3,35.0,23.0,17.0,4.0,2.0,1.0
1481,2018-02-26,12.4,25.0,0.0,SE,39.0,16:25:00,18.6,71.0,ESE,15.0,1017.1,23.9,49.0,SSE,24.0,1015.2,23.0,27.0,30.0,7.0,1.0,2.0
1482,2018-02-27,11.5,32.2,0.0,NW,33.0,10:52:00,17.9,93.0,NNE,7.0,1015.2,30.7,31.0,ENE,15.0,1012.0,25.0,49.0,22.0,4.0,2.0,1.0
1483,2018-02-28,18.0,28.1,0.0,NW,70.0,14:19:00,26.9,28.0,NNW,24.0,1004.2,25.6,37.0,WNW,37.0,1004.6,29.0,14.0,12.0,2.0,2.0,1.0
1484,2018-03-01,15.2,22.6,0.0,SSW,41.0,12:10:00,16.6,81.0,WSW,11.0,1017.3,22.1,55.0,S,26.0,1017.2,25.0,12.0,17.0,3.0,2.0,1.0
1485,2018-03-02,15.4,24.1,0.0,SE,28.0,13:39:00,18.0,74.0,SE,13.0,1015.4,22.4,53.0,NNE,15.0,1012.8,13.0,20.0,22.0,6.0,2.0,1.0
1486,2018-03-03,11.9,32.8,0.0,W,44.0,13:36:00,18.3,93.0,NNE,11.0,1008.4,29.8,35.0,WSW,26.0,1007.0,16.0,15.0,17.0,2.0,2.0,1.0
1487,2018-03-04,11.7,22.5,0.0,S,37.0,12:39:00,16.4,72.0,WSW,11.0,1016.1,20.8,45.0,S,22.0,1016.0,24.0,19.0,15.0,4.0,2.0,1.0
1488,2018-03-05,11.5,21.4,0.0,SSE,41.0,15:18:00,16.4,70.0,W,6.0,1019.4,20.1,45.0,S,26.0,1021.4,21.0,20.0,17.0,2.0,3.0,1.0
1489,2018-03-06,14.4,22.8,0.0,SSE,44.0,13:54:00,18.1,67.0,SE,11.0,1025.4,21.9,58.0,SSE,30.0,1024.4,14.0,26.0,29.0,6.0,2.0,1.0
1490,2018-03-07,11.9,29.1,0.0,S,31.0,16:11:00,18.0,93.0,S,6.0,1026.2,28.6,40.0,SSE,13.0,1023.6,18.0,30.0,28.0,8.0,3.0,1.0
1491,2018-03-08,12.5,28.2,0.0,S,30.0,15:09:00,16.2,81.0,SE,6.0,1025.3,27.6,46.0,SSE,17.0,1023.2,31.0,21.0,23.0,6.0,2.0,2.0
1492,2018-03-09,12.8,28.3,0.0,S,33.0,16:05:00,17.9,97.0,SSE,6.0,1026.0,27.0,38.0,SSE,15.0,1023.9,32.0,24.0,46.0,8.0,2.0,1.0
1493,2018-03-10,11.9,34.6,0.0,ENE,28.0,15:28:00,16.3,97.0,WNW,2.0,1024.5,33.5,24.0,ENE,13.0,1021.0,32.0,26.0,24.0,5.0,1.0,1.0
1494,2018-03-11,16.3,23.8,0.2,SSW,48.0,15:55:00,19.5,57.0,NW,6.0,1022.8,21.7,61.0,S,33.0,1023.4,40.0,16.0,15.0,1.0,2.0,1.0
1495,2018-03-12,12.6,22.4,0.0,S,46.0,15:48:00,16.5,60.0,WSW,13.0,1023.9,20.5,51.0,S,26.0,1022.0,29.0,17.0,13.0,3.0,2.0,1.0
1496,2018-03-13,13.7,22.5,0.0,S,41.0,14:22:00,16.4,78.0,WSW,9.0,1023.3,21.7,51.0,S,24.0,1022.2,18.0,20.0,14.0,4.0,2.0,1.0
1497,2018-03-14,14.9,21.7,0.0,S,30.0,17:39:00,17.1,66.0,SSW,7.0,1021.2,20.9,50.0,SSE,13.0,1017.6,19.0,20.0,13.0,4.0,2.0,1.0
1498,2018-03-15,12.5,21.7,0.0,SSW,30.0,13:59:00,14.7,76.0,NW,11.0,1015.2,21.1,52.0,S,19.0,1015.1,22.0,29.0,19.0,6.0,2.0,2.0
1499,2018-03-16,10.3,24.2,0.0,SE,26.0,15:08:00,16.6,95.0,S,4.0,1016.3,22.6,48.0,SSW,9.0,1013.3,18.0,54.0,21.0,5.0,7.0,1.0
1500,2018-03-17,16.3,34.8,0.0,N,56.0,19:37:00,22.3,50.0,NNW,11.0,1010.9,33.0,23.0,NNW,26.0,1006.9,35.0,28.0,20.0,2.0,21.0,1.0
1501,2018-03-18,17.3,21.8,1.2,W,72.0,12:25:00,17.4,92.0,WNW,26.0,1002.9,20.2,38.0,W,35.0,1010.5,33.0,23.0,15.0,2.0,2.0,1.0
1502,2018-03-19,13.1,25.7,1.2,NW,63.0,10:03:00,16.9,60.0,NW,20.0,1013.8,24.3,46.0,WNW,31.0,1012.9,24.0,18.0,17.0,4.0,1.0,1.0
1503,2018-03-20,12.6,18.8,0.8,SSE,46.0,15:44:00,14.7,71.0,SW,13.0,1026.4,17.8,47.0,SSE,26.0,1028.5,24.0,30.0,19.0,2.0,2.0,1.0
1504,2018-03-21,13.1,22.6,0.0,E,50.0,10:07:00,16.2,67.0,ESE,20.0,1030.2,21.7,45.0,ESE,26.0,1027.2,24.0,40.0,23.0,6.0,2.0,1.0
1505,2018-03-22,11.2,26.1,0.0,ESE,30.0,23:24:00,17.1,71.0,E,7.0,1026.9,24.8,37.0,NE,15.0,1023.0,18.0,28.0,28.0,8.0,2.0,2.0
1506,2018-03-23,11.5,28.8,0.0,ENE,37.0,13:48:00,18.5,69.0,NNE,7.0,1021.9,28.6,31.0,ENE,20.0,1017.0,25.0,14.0,20.0,6.0,1.0,2.0
1507,2018-03-24,17.6,25.3,2.4,SW,43.0,06:30:00,17.7,95.0,SW,15.0,1014.7,22.4,92.0,NNE,17.0,1009.7,14.0,11.0,18.0,4.0,1.0,1.0
1508,2018-03-25,17.0,23.6,15.6,W,76.0,17:16:00,18.0,86.0,NW,24.0,999.5,21.4,43.0,WNW,24.0,999.2,19.0,10.0,15.0,2.0,2.0,1.0
1509,2018-03-26,9.2,19.8,2.2,SW,61.0,13:36:00,12.1,84.0,WNW,30.0,1007.1,14.3,93.0,WSW,22.0,1010.0,28.0,21.0,18.0,6.0,4.0,1.0
1510,2018-03-27,8.6,23.4,0.4,NW,30.0,13:05:00,10.2,93.0,NW,7.0,1016.9,21.0,39.0,NNW,15.0,1013.5,19.0,25.0,21.0,5.0,5.0,2.0
1511,2018-03-28,10.2,28.6,0.0,WNW,43.0,10:49:00,20.0,41.0,NNE,7.0,1011.0,27.6,38.0,W,19.0,1012.8,24.0,11.0,21.0,5.0,1.0,1.0
1512,2018-03-29,15.4,23.5,0.0,W,30.0,12:08:00,16.2,92.0,WNW,7.0,1017.1,22.6,41.0,W,17.0,1014.9,16.0,11.0,15.0,3.0,1.0,1.0
1513,2018-03-30,11.8,24.3,0.0,WNW,44.0,14:44:00,16.7,81.0,WNW,19.0,1015.6,22.4,51.0,WSW,15.0,1015.8,23.0,14.0,22.0,4.0,3.0,1.0
1514,2018-03-31,8.5,23.0,0.0,S,31.0,14:50:00,11.4,94.0,Calm,0.0,1019.2,22.3,43.0,SW,11.0,1015.8,21.0,19.0,21.0,7.0,7.0,1.0
1515,2018-04-01,9.0,26.2,0.0,S,26.0,17:00:00,13.6,91.0,NNW,9.0,1014.2,25.7,33.0,SW,9.0,1010.6,26.0,13.0,18.0,2.0,1.0,1.0
1516,2018-04-02,13.6,22.9,0.0,W,33.0,10:44:00,16.3,64.0,WSW,17.0,1018.6,20.6,45.0,SW,17.0,1018.2,23.0,13.0,17.0,6.0,1.0,2.0
1517,2018-04-03,11.3,21.0,0.0,W,22.0,08:03:00,15.9,91.0,W,15.0,1023.9,19.3,56.0,S,15.0,1021.7,13.0,14.0,19.0,6.0,2.0,1.0
1518,2018-04-04,9.7,20.9,0.0,S,24.0,15:45:00,17.2,70.0,ENE,2.0,1021.7,19.0,64.0,SSE,13.0,1018.5,16.0,18.0,22.0,7.0,2.0,1.0
1519,2018-04-05,10.3,21.5,0.0,WNW,28.0,12:53:00,15.3,90.0,W,9.0,1017.3,20.3,52.0,SW,7.0,1015.5,1.0,11.0,16.0,5.0,2.0,2.0
1520,2018-04-06,12.9,21.0,0.0,SSW,31.0,14:23:00,16.9,81.0,WNW,9.0,1020.4,18.0,72.0,S,19.0,1019.9,27.0,13.0,18.0,6.0,2.0,1.0
1521,2018-04-07,7.5,22.1,0.0,SE,22.0,15:01:00,13.9,93.0,WNW,7.0,1021.6,20.9,46.0,SE,13.0,1019.1,27.0,32.0,25.0,4.0,1.0,3.0
1522,2018-04-08,9.5,31.3,0.0,WSW,57.0,17:21:00,19.9,60.0,NE,11.0,1015.9,30.0,21.0,WNW,26.0,1012.4,27.0,19.0,16.0,6.0,1.0,1.0
1523,2018-04-09,12.7,22.4,0.0,SSE,26.0,14:37:00,16.0,93.0,W,11.0,1020.3,22.1,59.0,ESE,7.0,1018.2,27.0,36.0,11.0,15.0,3.0,3.0
1524,2018-04-10,12.6,28.6,0.0,SSW,30.0,06:43:00,17.8,92.0,NW,6.0,1016.6,24.8,61.0,NE,11.0,1012.1,30.0,14.0,19.0,3.0,1.0,2.0
1525,2018-04-11,16.3,21.9,0.4,S,33.0,14:56:00,17.8,92.0,S,11.0,1017.6,18.5,77.0,S,24.0,1014.4,37.0,24.0,20.0,5.0,2.0,1.0
1526,2018-04-12,15.3,25.9,0.2,NE,52.0,02:47:00,19.8,67.0,NW,9.0,1008.7,24.9,40.0,W,26.0,1008.2,28.0,18.0,21.0,7.0,2.0,1.0
1527,2018-04-13,8.4,25.8,0.0,WNW,72.0,22:48:00,17.1,73.0,NNW,9.0,1009.3,23.9,36.0,NNW,20.0,1001.9,23.0,16.0,19.0,1.0,2.0,1.0
1528,2018-04-14,12.5,16.0,0.0,WNW,69.0,13:45:00,14.8,62.0,N,28.0,995.2,15.0,70.0,WNW,37.0,994.1,25.0,16.0,16.0,1.0,2.0,1.0
1529,2018-04-15,10.2,17.3,7.2,NW,70.0,00:39:00,13.8,94.0,WNW,26.0,1001.2,16.9,88.0,WNW,24.0,1004.0,17.0,16.0,17.0,2.0,2.0,1.0
1530,2018-04-16,13.6,19.9,1.8,W,54.0,10:37:00,16.5,93.0,WNW,22.0,1010.5,17.6,65.0,WSW,24.0,1014.1,7.0,17.0,17.0,3.0,2.0,1.0
1531,2018-04-17,12.1,16.3,1.0,WSW,24.0,00:40:00,13.5,67.0,WSW,11.0,1025.5,15.4,60.0,S,9.0,1025.0,33.0,29.0,14.0,12.0,6.0,2.0
1532,2018-04-18,8.6,19.5,0.0,SSW,22.0,15:08:00,13.8,70.0,NNW,4.0,1024.5,19.3,52.0,E,6.0,1019.4,28.0,30.0,26.0,13.0,1.0,3.0
1533,2018-04-19,7.7,24.2,0.0,S,26.0,13:59:00,12.6,95.0,Calm,0.0,1019.4,21.4,48.0,SSE,15.0,1018.2,53.0,23.0,25.0,13.0,2.0,3.0
1534,2018-04-20,9.7,22.2,0.2,S,17.0,13:26:00,13.4,97.0,Calm,0.0,1022.7,21.2,65.0,E,6.0,1020.8,61.0,27.0,24.0,8.0,2.0,3.0
1535,2018-04-21,8.3,19.7,0.2,SSE,19.0,18:11:00,13.7,97.0,Calm,0.0,1022.6,17.6,85.0,SE,9.0,1020.0,67.0,19.0,24.0,6.0,2.0,2.0
1536,2018-04-22,9.2,22.6,0.0,S,20.0,15:52:00,12.4,97.0,WNW,9.0,1023.3,22.1,59.0,E,6.0,1020.2,80.0,32.0,24.0,11.0,1.0,3.0
1537,2018-04-23,10.2,23.0,0.2,S,20.0,16:07:00,16.0,94.0,ENE,9.0,1020.4,22.0,58.0,NE,6.0,1016.0,62.0,26.0,17.0,7.0,2.0,2.0
1538,2018-04-24,11.1,27.5,0.0,WSW,46.0,13:12:00,21.8,44.0,NNW,6.0,1014.6,23.2,54.0,WNW,9.0,1014.4,74.0,14.0,20.0,6.0,2.0,1.0
1539,2018-04-25,11.5,22.4,0.0,W,31.0,15:05:00,14.6,94.0,NW,6.0,1017.2,21.5,43.0,WSW,17.0,1014.2,23.0,23.0,18.0,8.0,2.0,1.0
1540,2018-04-26,10.9,20.6,0.0,SW,39.0,11:27:00,14.8,93.0,W,13.0,1020.0,17.9,51.0,WSW,19.0,1020.3,13.0,19.0,19.0,8.0,2.0,2.0
1541,2018-04-27,8.2,18.6,0.0,S,26.0,11:38:00,14.0,92.0,WSW,4.0,1027.5,17.7,58.0,SSE,13.0,1026.7,16.0,12.0,20.0,7.0,3.0,2.0
1542,2018-04-28,5.8,21.0,0.0,S,24.0,15:17:00,13.3,96.0,NW,4.0,1028.3,18.3,58.0,S,15.0,1026.2,32.0,11.0,18.0,5.0,1.0,2.0
1543,2018-04-29,11.9,20.0,0.0,SSW,28.0,13:48:00,14.3,93.0,W,6.0,1029.8,18.6,59.0,S,17.0,1028.3,21.0,11.0,17.0,5.0,2.0,1.0
1544,2018-04-30,7.1,20.6,0.0,S,19.0,15:04:00,10.1,96.0,WNW,11.0,1029.4,19.6,54.0,S,11.0,1027.1,17.0,59.0,11.0,25.0,3.0,3.0
1545,2018-05-01,5.5,23.6,0.0,ENE,20.0,15:28:00,12.7,95.0,NNW,4.0,1025.9,23.2,29.0,ENE,11.0,1020.9,51.0,71.0,20.0,17.0,5.0,3.0
1546,2018-05-02,10.0,24.8,0.2,N,43.0,15:49:00,14.8,64.0,N,4.0,1017.4,22.7,31.0,NNW,20.0,1013.0,72.0,56.0,15.0,8.0,3.0,1.0
1547,2018-05-03,13.3,23.6,0.0,N,59.0,17:44:00,16.8,57.0,NE,13.0,1010.9,22.8,29.0,N,19.0,1005.6,50.0,11.0,19.0,3.0,2.0,2.0
1548,2018-05-04,11.0,17.4,0.4,WNW,65.0,10:37:00,12.2,74.0,NW,19.0,1009.5,14.0,83.0,WNW,24.0,1014.3,22.0,10.0,18.0,4.0,2.0,2.0
1549,2018-05-05,11.9,20.9,0.6,WNW,52.0,09:31:00,14.9,86.0,WNW,20.0,1025.3,19.6,63.0,WNW,24.0,1025.7,12.0,10.0,19.0,8.0,2.0,2.0
1550,2018-05-06,11.5,21.2,2.0,NW,35.0,12:32:00,15.1,92.0,WNW,9.0,1031.2,21.2,44.0,W,19.0,1027.4,18.0,19.0,20.0,7.0,2.0,2.0
1551,2018-05-07,9.5,20.5,0.0,NNW,54.0,11:12:00,14.8,70.0,NNE,17.0,1018.7,19.3,43.0,NNW,24.0,1013.0,21.0,36.0,19.0,11.0,2.0,4.0
1552,2018-05-08,11.7,19.2,0.0,WNW,24.0,14:26:00,14.4,63.0,WSW,11.0,1022.8,18.5,44.0,WNW,9.0,1020.8,70.0,29.0,19.0,8.0,1.0,2.0
1553,2018-05-09,5.6,19.8,0.0,NW,41.0,11:15:00,11.9,79.0,N,7.0,1019.1,18.0,52.0,NW,20.0,1014.4,179.0,5.0,19.0,3.0,2.0,1.0
1554,2018-05-10,7.3,13.7,6.6,W,46.0,11:25:00,9.4,88.0,WNW,20.0,1010.0,10.3,79.0,W,20.0,1008.1,20.0,21.0,21.0,2.0,2.0,2.0
1555,2018-05-11,6.9,14.9,19.8,SSW,85.0,12:35:00,13.7,83.0,S,30.0,1010.5,13.3,93.0,SSW,48.0,1013.2,16.0,15.0,21.0,1.0,2.0,2.0
1556,2018-05-12,12.5,16.4,4.8,S,56.0,11:45:00,14.9,79.0,S,24.0,1023.7,14.8,88.0,S,31.0,1024.5,44.0,11.0,19.0,6.0,2.0,2.0
1557,2018-05-13,12.0,16.2,1.2,S,35.0,11:45:00,13.5,91.0,SSW,13.0,1029.6,15.2,79.0,SSW,20.0,1028.8,19.0,16.0,15.0,10.0,2.0,2.0
1558,2018-05-14,5.6,17.5,0.0,S,22.0,14:14:00,8.9,96.0,WNW,7.0,1029.8,16.3,60.0,S,11.0,1025.9,26.0,12.0,18.0,7.0,1.0,2.0
1559,2018-05-15,8.9,15.1,0.2,SSW,46.0,10:27:00,12.0,92.0,WNW,11.0,1026.1,14.2,57.0,SSW,22.0,1027.6,29.0,12.0,19.0,6.0,1.0,1.0
1560,2018-05-16,8.4,14.2,0.8,S,28.0,10:47:00,10.7,92.0,WSW,7.0,1031.6,14.1,57.0,WSW,13.0,1030.2,28.0,9.0,17.0,3.0,2.0,1.0
1561,2018-05-17,9.5,14.5,0.2,W,31.0,13:41:00,10.9,93.0,WNW,13.0,1027.7,13.3,92.0,W,13.0,1024.6,17.0,7.0,16.0,5.0,12.0,2.0
1562,2018-05-18,10.9,17.3,0.0,WSW,31.0,10:06:00,13.4,94.0,W,13.0,1023.0,16.5,73.0,WSW,20.0,1022.5,10.0,6.0,19.0,2.0,7.0,1.0
1563,2018-05-19,8.8,15.1,0.0,WNW,33.0,16:48:00,10.2,94.0,WNW,13.0,1025.3,14.5,63.0,WNW,19.0,1023.2,11.0,8.0,18.0,1.0,5.0,2.0
1564,2018-05-20,10.2,16.9,0.0,WNW,50.0,23:20:00,13.4,93.0,WNW,17.0,1022.0,15.8,84.0,WNW,22.0,1020.7,12.0,7.0,18.0,2.0,11.0,2.0
1565,2018-05-22,12.3,17.7,0.0,W,41.0,13:36:00,14.1,93.0,WNW,15.0,1023.4,17.6,81.0,W,17.0,1023.6,18.0,9.0,15.0,2.0,1.0,1.0
1566,2018-05-23,10.5,14.8,0.2,W,24.0,11:32:00,12.7,95.0,W,11.0,1028.2,14.5,76.0,W,15.0,1026.6,20.0,15.0,17.0,6.0,14.0,1.0
1567,2018-05-24,12.3,15.8,0.0,WSW,26.0,10:53:00,13.1,76.0,W,9.0,1028.1,15.4,73.0,SSW,15.0,1026.3,26.0,25.0,22.0,10.0,2.0,2.0
1568,2018-05-25,10.6,15.5,0.0,S,13.0,06:57:00,12.7,71.0,SSW,4.0,1029.3,14.7,60.0,NE,7.0,1026.8,26.0,30.0,11.0,16.0,3.0,5.0
1569,2018-05-26,2.4,16.7,0.0,NNE,13.0,10:55:00,7.2,96.0,WNW,2.0,1027.9,16.5,62.0,NE,6.0,1024.5,56.0,20.0,19.0,7.0,2.0,6.0
1570,2018-05-27,7.1,22.1,0.0,NNE,28.0,22:50:00,13.4,88.0,NE,15.0,1023.8,21.0,49.0,NNE,11.0,1020.8,68.0,20.0,17.0,6.0,2.0,2.0
1571,2018-05-28,13.1,19.3,0.0,NNE,35.0,22:03:00,14.5,68.0,NNE,11.0,1020.4,17.2,72.0,NE,11.0,1015.3,41.0,16.0,21.0,8.0,1.0,1.0
1572,2018-05-29,13.7,15.9,2.6,NW,59.0,11:13:00,14.7,68.0,NNW,24.0,1012.8,14.1,57.0,W,17.0,1015.6,29.0,12.0,20.0,3.0,1.0,1.0
1573,2018-05-30,5.7,15.6,0.0,NW,52.0,16:45:00,7.9,93.0,WNW,15.0,1023.3,14.8,52.0,WNW,30.0,1020.0,27.0,21.0,21.0,10.0,2.0,4.0
1574,2018-06-01,2.7,15.9,0.0,NW,17.0,10:03:00,6.6,95.0,NW,6.0,1031.0,15.2,56.0,N,2.0,1028.8,36.0,18.0,16.0,13.0,2.0,5.0
1575,2018-06-02,2.0,15.2,0.0,NNE,15.0,14:43:00,6.1,96.0,NW,2.0,1028.8,15.0,65.0,NE,6.0,1027.0,51.0,10.0,18.0,9.0,1.0,3.0
1576,2018-06-03,3.3,15.1,0.0,SSE,17.0,14:47:00,5.3,96.0,NW,2.0,1025.6,13.4,74.0,SSE,9.0,1023.4,55.0,8.0,13.0,7.0,2.0,3.0
1577,2018-06-04,3.0,15.7,0.0,SSW,22.0,17:51:00,5.3,96.0,WNW,6.0,1024.3,14.6,71.0,WSW,9.0,1023.5,33.0,10.0,18.0,11.0,1.0,2.0
1578,2018-06-05,5.3,16.2,1.6,S,19.0,13:21:00,9.0,96.0,NW,4.0,1029.5,15.3,70.0,SSE,7.0,1028.6,22.0,16.0,6.0,16.0,2.0,4.0
1579,2018-06-06,4.0,17.4,0.2,ENE,20.0,16:09:00,7.7,97.0,NNE,6.0,1030.5,17.2,52.0,NE,7.0,1026.7,40.0,13.0,15.0,6.0,2.0,2.0
1580,2018-06-07,7.7,17.6,0.0,N,46.0,15:55:00,13.8,74.0,N,15.0,1024.3,17.3,54.0,N,24.0,1019.1,39.0,13.0,20.0,6.0,2.0,1.0
1581,2018-06-08,13.5,16.5,0.0,NNW,63.0,01:36:00,13.6,70.0,NNW,15.0,1018.1,15.3,67.0,NW,15.0,1015.8,17.0,11.0,17.0,9.0,1.0,2.0
1582,2018-06-09,6.1,16.4,0.0,NW,22.0,09:56:00,11.7,96.0,WNW,9.0,1022.2,14.6,75.0,WSW,11.0,1022.8,21.0,15.0,18.0,9.0,2.0,4.0
1583,2018-06-10,5.5,15.2,0.0,SE,15.0,16:01:00,8.4,95.0,Calm,0.0,1028.0,14.8,70.0,NNE,6.0,1025.6,47.0,8.0,18.0,6.0,1.0,4.0
1584,2018-06-11,2.4,17.2,0.0,NE,37.0,18:27:00,8.1,96.0,NE,9.0,1022.1,15.7,60.0,NNE,17.0,1015.4,60.0,4.0,20.0,4.0,1.0,1.0
1585,2018-06-12,8.1,16.6,3.8,WNW,50.0,18:20:00,11.8,93.0,NNE,20.0,1004.7,13.9,93.0,NW,15.0,1002.5,22.0,9.0,19.0,7.0,1.0,2.0
1586,2018-06-13,7.8,15.1,2.6,WNW,56.0,16:37:00,10.9,75.0,N,11.0,1007.6,14.5,59.0,NNW,26.0,1004.0,17.0,10.0,22.0,6.0,2.0,1.0
1587,2018-06-14,8.0,15.4,2.4,W,63.0,20:27:00,10.4,80.0,NNW,20.0,1008.0,14.3,61.0,NNW,30.0,1005.3,12.0,6.0,23.0,3.0,2.0,1.0
1588,2018-06-15,7.7,12.6,5.4,WNW,67.0,18:54:00,10.4,73.0,NW,24.0,1007.4,9.0,93.0,W,17.0,1008.3,16.0,4.0,22.0,1.0,1.0,1.0
1589,2018-06-16,6.5,12.1,8.6,W,48.0,12:58:00,7.7,84.0,WNW,26.0,1012.1,11.2,70.0,W,28.0,1011.1,17.0,9.0,23.0,2.0,2.0,1.0
1590,2018-06-17,6.9,14.3,29.0,SSW,70.0,11:09:00,10.3,94.0,WSW,20.0,1013.3,12.3,93.0,SSW,35.0,1016.6,17.0,17.0,23.0,11.0,1.0,2.0
1591,2018-06-18,10.1,12.6,3.6,SSW,35.0,04:24:00,10.2,78.0,WSW,9.0,1026.6,11.8,62.0,SW,19.0,1026.7,23.0,23.0,2.0,15.0,3.0,7.0
