,date,mintemp,maxtemp,rainfall,dir_maxgust,spd_maxgust,time_maxgust,9am_temp,9am_rh,9am_wd,9am_ws,9am_mslp,3pm_temp,3pm_rh,3pm_wd,3pm_ws,3pm_mslp,pm25,pm10,o3,no2,so2,co
670,2015-12-02,7.0,18.7,0.0,SW,43.0,10:58:00,13.5,51.0,WSW,22.0,1021.5,16.7,45.0,S,26.0,1023.1,23.0,14.0,14.0,1.0,2.0,1.0
671,2015-12-03,10.9,20.9,0.0,S,39.0,11:27:00,14.7,63.0,WSW,6.0,1028.7,20.3,52.0,SSE,17.0,1027.0,22.0,9.0,15.0,2.0,2.0,1.0
672,2015-12-04,8.6,28.3,0.0,S,39.0,16:34:00,16.1,85.0,NE,13.0,1024.8,25.5,50.0,S,17.0,1020.7,22.0,19.0,21.0,4.0,1.0,1.0
673,2015-12-05,14.6,23.5,0.0,S,37.0,15:15:00,18.9,76.0,Calm,0.0,1020.5,21.8,52.0,S,26.0,1019.2,29.0,11.0,16.0,2.0,2.0,1.0
674,2015-12-06,14.4,26.0,0.0,SSW,28.0,19:44:00,17.9,93.0,SE,9.0,1018.0,24.0,59.0,SE,11.0,1016.7,44.0,24.0,18.0,3.0,2.0,1.0
675,2015-12-07,16.9,24.4,0.0,NE,28.0,11:32:00,19.8,84.0,E,13.0,1015.7,21.6,67.0,NE,9.0,1013.7,50.0,39.0,13.0,5.0,2.0,1.0
676,2015-12-08,18.2,35.7,1.2,NW,65.0,14:06:00,22.9,68.0,NW,17.0,1009.1,34.8,25.0,NW,31.0,1004.0,36.0,21.0,32.0,6.0,2.0,2.0
677,2015-12-09,15.3,26.6,0.2,WNW,52.0,08:40:00,19.0,60.0,WNW,28.0,1013.6,25.7,36.0,W,19.0,1014.1,37.0,19.0,17.0,3.0,2.0,1.0
678,2015-12-10,10.6,25.2,0.0,S,37.0,15:27:00,18.0,52.0,ESE,6.0,1015.8,24.1,36.0,E,13.0,1010.8,26.0,18.0,19.0,6.0,2.0,1.0
679,2015-12-11,13.6,21.3,0.0,W,59.0,15:02:00,16.6,51.0,WNW,24.0,1009.1,19.6,35.0,WSW,37.0,1010.2,20.0,23.0,13.0,2.0,2.0,1.0
680,2015-12-12,8.7,19.0,0.0,SW,31.0,07:57:00,15.3,43.0,SW,26.0,1018.4,16.7,48.0,SSE,17.0,1018.4,25.0,14.0,13.0,2.0,2.0,1.0
681,2015-12-13,7.9,26.7,0.0,S,35.0,14:26:00,15.7,55.0,NE,13.0,1016.8,23.6,41.0,SSE,20.0,1013.0,22.0,16.0,22.0,5.0,1.0,1.0
682,2015-12-14,10.3,21.2,0.0,S,41.0,15:32:00,17.8,78.0,S,19.0,1015.4,20.3,56.0,S,24.0,1015.3,22.0,22.0,16.0,5.0,1.0,1.0
683,2015-12-15,11.4,24.9,0.0,SSE,35.0,13:34:00,17.4,91.0,S,6.0,1016.4,23.8,49.0,SSE,20.0,1015.8,28.0,21.0,20.0,2.0,4.0,1.0
684,2015-12-16,15.7,25.9,0.0,S,41.0,16:29:00,21.0,79.0,SSE,13.0,1017.6,24.0,62.0,SSE,26.0,1015.9,38.0,26.0,19.0,2.0,2.0,1.0
685,2015-12-17,14.5,36.1,0.0,SSE,43.0,13:10:00,21.6,74.0,NE,7.0,1013.7,29.3,41.0,S,28.0,1011.4,43.0,27.0,45.0,7.0,2.0,2.0
686,2015-12-18,15.9,26.9,0.0,SSW,48.0,15:16:00,23.1,68.0,S,17.0,1012.1,23.3,64.0,S,28.0,1009.4,44.0,25.0,24.0,6.0,2.0,1.0
687,2015-12-19,17.1,44.4,0.0,NNW,65.0,14:03:00,22.0,92.0,NE,7.0,1006.8,43.3,11.0,NNW,33.0,1001.3,29.0,38.0,30.0,3.0,1.0,2.0
688,2015-12-20,21.9,35.5,0.0,W,70.0,13:53:00,33.2,22.0,W,22.0,1001.1,20.3,86.0,W,46.0,1004.3,47.0,22.0,27.0,3.0,2.0,2.0
689,2015-12-21,13.8,20.4,1.4,W,41.0,23:06:00,16.2,72.0,SW,17.0,1020.9,18.7,49.0,S,22.0,1023.4,35.0,14.0,12.0,1.0,2.0,1.0
690,2015-12-22,13.1,21.5,0.0,S,41.0,13:03:00,17.8,52.0,ESE,11.0,1024.0,20.4,56.0,S,22.0,1020.7,24.0,20.0,18.0,2.0,2.0,1.0
691,2015-12-23,13.8,24.8,0.0,SSW,41.0,15:25:00,20.4,69.0,SSE,9.0,1018.9,23.2,58.0,S,24.0,1016.7,30.0,22.0,17.0,3.0,4.0,1.0
692,2015-12-24,14.0,34.4,0.0,ESE,39.0,15:59:00,21.6,76.0,ENE,9.0,1016.4,32.9,27.0,NE,11.0,1011.7,33.0,19.0,42.0,4.0,2.0,2.0
693,2015-12-25,21.4,36.7,0.0,N,48.0,05:34:00,26.4,38.0,N,26.0,1009.6,35.5,18.0,N,20.0,1003.8,35.0,21.0,32.0,2.0,1.0,1.0
694,2015-12-26,12.3,20.5,21.4,SW,57.0,13:30:00,12.7,93.0,W,15.0,1007.2,17.7,61.0,SSW,24.0,1010.4,33.0,13.0,18.0,1.0,2.0,1.0
695,2015-12-27,9.8,19.5,0.8,SSE,43.0,14:53:00,14.4,66.0,W,13.0,1023.1,17.9,54.0,SSE,26.0,1024.3,26.0,9.0,11.0,2.0,2.0,1.0
696,2015-12-28,10.9,20.9,0.0,SSE,41.0,12:51:00,16.9,58.0,SSE,13.0,1026.2,19.3,50.0,S,19.0,1025.4,19.0,9.0,11.0,5.0,2.0,1.0
697,2015-12-29,10.2,23.3,0.0,S,37.0,16:14:00,17.8,71.0,SSE,11.0,1024.0,21.7,55.0,SSE,19.0,1021.6,16.0,9.0,13.0,4.0,2.0,1.0
698,2015-12-30,10.8,34.7,0.0,SE,28.0,15:32:00,19.4,80.0,ENE,4.0,1017.3,31.7,17.0,NE,13.0,1013.5,20.0,21.0,34.0,6.0,2.0,2.0
699,2016-01-03,17.1,25.7,0.0,ESE,48.0,18:50:00,19.4,67.0,ESE,22.0,1018.4,24.5,45.0,SE,26.0,1016.2,29.0,14.0,15.0,2.0,2.0,1.0
700,2016-01-04,17.9,24.1,0.0,SE,50.0,16:05:00,19.6,68.0,ESE,20.0,1020.2,22.3,51.0,ESE,20.0,1018.9,29.0,13.0,18.0,1.0,1.0,1.0
701,2016-01-05,17.2,25.8,0.0,SE,33.0,23:08:00,19.5,68.0,SE,9.0,1017.9,24.7,49.0,SSE,19.0,1014.8,25.0,19.0,12.0,1.0,2.0,1.0
702,2016-01-06,17.0,24.2,0.0,S,50.0,14:47:00,19.3,88.0,SE,22.0,1018.6,23.3,60.0,SSE,30.0,1018.7,28.0,13.0,12.0,1.0,2.0,1.0
703,2016-01-07,16.0,22.1,0.0,S,44.0,17:08:00,18.2,73.0,S,20.0,1021.8,20.9,53.0,S,28.0,1021.8,30.0,16.0,12.0,1.0,2.0,1.0
704,2016-01-08,14.8,21.4,0.0,S,37.0,12:46:00,17.8,58.0,SSW,15.0,1023.7,20.4,58.0,SSE,19.0,1022.5,24.0,15.0,11.0,1.0,2.0,1.0
705,2016-01-09,14.6,21.8,0.0,SSE,33.0,14:03:00,16.7,77.0,S,4.0,1022.1,21.0,59.0,S,20.0,1020.8,21.0,21.0,19.0,2.0,2.0,1.0
706,2016-01-10,13.4,26.8,0.0,S,28.0,15:32:00,17.8,73.0,NNE,6.0,1018.1,25.8,48.0,SE,11.0,1014.2,16.0,29.0,29.0,6.0,1.0,2.0
707,2016-01-11,14.9,38.1,0.0,S,41.0,13:39:00,23.1,53.0,NNE,9.0,1010.0,28.1,38.0,SSW,28.0,1007.4,26.0,11.0,16.0,3.0,2.0,1.0
708,2016-01-12,15.0,25.4,0.0,S,31.0,17:02:00,18.3,77.0,SSE,13.0,1015.7,24.4,52.0,S,19.0,1014.8,25.0,30.0,27.0,7.0,1.0,2.0
709,2016-01-13,14.5,43.7,0.2,W,72.0,16:20:00,22.0,73.0,NE,13.0,1010.9,41.5,14.0,WNW,24.0,1003.8,28.0,16.0,11.0,1.0,2.0,2.0
710,2016-01-14,16.8,20.5,0.8,SSW,63.0,16:44:00,17.4,60.0,SSW,20.0,1017.4,18.0,50.0,SSW,28.0,1020.8,44.0,16.0,11.0,2.0,2.0,1.0
711,2016-01-15,12.8,19.9,0.4,S,39.0,09:25:00,17.3,41.0,S,22.0,1031.0,18.3,48.0,SSE,20.0,1030.5,31.0,20.0,19.0,3.0,2.0,1.0
712,2016-01-16,9.8,22.1,0.0,SSE,33.0,16:24:00,16.7,64.0,ESE,6.0,1029.7,21.3,49.0,SSE,17.0,1026.5,23.0,18.0,33.0,3.0,2.0,2.0
713,2016-01-17,13.2,32.1,0.0,SE,35.0,16:37:00,18.8,81.0,SE,4.0,1023.0,31.1,25.0,NE,17.0,1018.3,27.0,30.0,29.0,6.0,1.0,1.0
714,2016-01-18,15.7,37.2,0.0,S,48.0,16:37:00,24.9,39.0,NE,7.0,1015.3,31.6,28.0,S,24.0,1012.2,37.0,20.0,22.0,3.0,2.0,1.0
715,2016-01-19,12.8,28.6,0.0,S,35.0,16:17:00,20.1,75.0,ESE,4.0,1013.8,24.2,59.0,S,22.0,1010.0,44.0,12.0,24.0,4.0,2.0,1.0
716,2016-01-20,18.2,26.0,0.6,S,35.0,13:50:00,18.5,92.0,SSE,9.0,1010.9,23.9,64.0,SSE,22.0,1008.9,36.0,9.0,15.0,1.0,2.0,1.0
717,2016-01-21,17.4,24.2,0.6,S,31.0,18:26:00,19.1,85.0,SSE,9.0,1010.3,23.5,65.0,SSE,11.0,1010.2,14.0,11.0,12.0,5.0,2.0,1.0
718,2016-01-22,16.2,22.2,4.4,SSW,28.0,06:38:00,17.1,93.0,E,4.0,1010.3,18.9,93.0,NNE,9.0,1008.8,37.0,5.0,10.0,1.0,2.0,1.0
719,2016-01-23,16.5,23.3,5.2,S,43.0,14:55:00,18.6,84.0,W,11.0,1012.8,21.8,59.0,S,28.0,1013.7,31.0,3.0,7.0,2.0,2.0,1.0
720,2016-01-24,15.4,23.5,0.0,SSE,39.0,13:16:00,17.6,89.0,SW,15.0,1015.5,21.3,65.0,S,22.0,1014.9,13.0,17.0,15.0,1.0,2.0,1.0
721,2016-01-25,15.6,21.6,0.0,S,41.0,18:05:00,18.8,61.0,S,22.0,1017.4,20.9,56.0,SSW,24.0,1017.0,13.0,29.0,18.0,1.0,2.0,2.0
722,2016-01-26,16.1,25.0,0.0,SE,48.0,14:34:00,20.7,80.0,SSE,19.0,1018.8,24.4,59.0,SSE,28.0,1015.8,76.0,11.0,25.0,4.0,1.0,1.0
723,2016-01-27,19.2,29.1,0.0,W,56.0,14:12:00,21.4,81.0,NE,11.0,1011.6,21.4,70.0,SSW,24.0,1008.5,50.0,13.0,19.0,7.0,2.0,9.0
724,2016-01-28,17.3,27.9,44.8,SSE,37.0,17:12:00,21.3,85.0,W,13.0,1004.8,25.7,61.0,WNW,17.0,1001.4,32.0,6.0,12.0,2.0,2.0,1.0
725,2016-01-29,14.6,17.3,0.8,S,26.0,15:50:00,14.9,92.0,WNW,11.0,1003.5,14.9,94.0,SSE,11.0,1003.1,31.0,10.0,19.0,2.0,1.0,1.0
726,2016-01-30,12.6,21.4,4.4,S,33.0,13:18:00,16.1,93.0,SSE,7.0,1006.9,20.5,68.0,S,22.0,1005.3,9.0,6.0,22.0,2.0,2.0,1.0
727,2016-01-31,16.0,22.9,3.4,NNE,37.0,13:07:00,17.6,91.0,NE,19.0,999.7,22.3,52.0,NE,17.0,1000.6,13.0,14.0,25.0,3.0,2.0,2.0
728,2016-02-01,12.0,24.5,0.0,SSW,30.0,10:52:00,16.9,72.0,W,13.0,1006.6,23.6,55.0,S,15.0,1005.7,13.0,23.0,30.0,7.0,1.0,2.0
729,2016-02-02,15.5,29.1,0.0,S,31.0,12:51:00,19.9,92.0,NNE,11.0,1005.3,25.8,57.0,SE,19.0,1001.7,23.0,15.0,23.0,3.0,1.0,1.0
730,2016-02-03,17.1,21.1,2.8,SSW,50.0,15:37:00,17.2,94.0,SW,22.0,1008.3,20.4,61.0,S,30.0,1011.6,43.0,29.0,12.0,2.0,2.0,1.0
731,2016-02-04,16.1,21.0,0.0,S,44.0,11:04:00,17.6,69.0,SSW,24.0,1019.6,20.1,56.0,S,31.0,1020.1,43.0,28.0,16.0,2.0,1.0,2.0
732,2016-02-05,16.2,24.9,0.0,SSE,41.0,15:07:00,19.9,68.0,SSE,15.0,1020.9,23.9,56.0,SSE,26.0,1018.5,40.0,23.0,32.0,5.0,1.0,1.0
733,2016-02-06,14.4,31.0,0.0,S,31.0,17:13:00,21.2,85.0,E,2.0,1017.4,30.1,37.0,NE,17.0,1014.1,25.0,21.0,22.0,6.0,2.0,1.0
734,2016-02-07,16.4,26.4,0.0,S,43.0,16:04:00,19.7,93.0,SSW,15.0,1017.2,25.8,56.0,S,22.0,1016.3,31.0,15.0,13.0,3.0,2.0,1.0
735,2016-02-08,16.7,22.8,0.0,S,37.0,16:06:00,19.6,70.0,SSW,11.0,1022.5,22.0,58.0,S,22.0,1022.5,36.0,15.0,10.0,2.0,2.0,1.0
736,2016-02-09,16.8,23.0,0.0,SSE,30.0,17:31:00,18.5,69.0,SSE,7.0,1022.2,22.3,56.0,S,13.0,1019.3,26.0,17.0,11.0,4.0,2.0,1.0
737,2016-02-10,15.6,23.2,0.0,S,30.0,17:38:00,18.6,80.0,W,4.0,1016.4,21.3,61.0,S,19.0,1015.2,26.0,15.0,10.0,3.0,2.0,2.0
738,2016-02-11,13.9,23.7,0.0,S,39.0,15:10:00,19.6,72.0,SSE,7.0,1017.5,22.6,57.0,S,20.0,1016.3,21.0,24.0,15.0,6.0,1.0,1.0
739,2016-02-12,13.3,23.9,0.0,S,31.0,15:25:00,19.2,74.0,E,6.0,1016.9,23.7,58.0,SSE,17.0,1013.7,26.0,20.0,19.0,5.0,1.0,1.0
740,2016-02-13,13.9,32.4,0.0,S,44.0,14:14:00,19.0,74.0,NNE,6.0,1009.4,24.6,57.0,S,30.0,1006.7,44.0,19.0,13.0,1.0,2.0,1.0
741,2016-02-14,14.6,24.6,0.0,W,48.0,13:04:00,18.1,68.0,WNW,13.0,1011.7,22.6,47.0,WSW,22.0,1011.6,35.0,23.0,14.0,2.0,2.0,1.0
742,2016-02-15,11.7,26.3,0.0,WSW,52.0,21:26:00,15.7,76.0,NW,13.0,1013.7,24.6,36.0,W,28.0,1009.7,23.0,18.0,12.0,2.0,2.0,1.0
743,2016-02-16,13.6,19.8,0.6,S,54.0,16:41:00,14.7,64.0,WSW,13.0,1016.5,18.6,46.0,S,31.0,1017.6,25.0,12.0,9.0,1.0,2.0,1.0
744,2016-02-17,13.6,23.7,0.0,S,50.0,15:35:00,16.5,72.0,W,17.0,1015.6,22.9,58.0,S,31.0,1013.2,15.0,9.0,8.0,2.0,2.0,1.0
745,2016-02-18,15.2,23.1,0.0,S,26.0,17:42:00,17.0,82.0,WSW,11.0,1012.7,21.1,59.0,S,7.0,1010.7,11.0,14.0,11.0,3.0,2.0,1.0
746,2016-02-19,14.1,22.1,0.0,SW,43.0,10:43:00,18.6,74.0,NW,11.0,1012.4,17.1,80.0,S,26.0,1014.9,15.0,13.0,12.0,1.0,2.0,1.0
747,2016-02-20,12.1,21.1,0.0,SSE,37.0,14:42:00,16.2,64.0,SSE,6.0,1022.3,19.0,51.0,SSE,22.0,1023.6,30.0,16.0,18.0,4.0,2.0,2.0
748,2016-02-21,10.3,23.3,0.0,SSE,31.0,16:42:00,17.9,66.0,SE,15.0,1024.9,21.9,59.0,S,19.0,1022.9,21.0,29.0,16.0,9.0,1.0,1.0
749,2016-02-22,14.4,25.0,0.0,NE,19.0,19:49:00,18.3,93.0,NNW,6.0,1022.2,24.2,61.0,SSE,4.0,1021.9,26.0,40.0,32.0,11.0,2.0,2.0
750,2016-02-23,15.1,42.0,0.0,NW,48.0,13:46:00,23.6,70.0,NE,11.0,1011.6,40.1,16.0,NW,24.0,1007.1,42.0,25.0,19.0,9.0,2.0,1.0
751,2016-02-24,21.4,25.5,0.0,S,31.0,12:42:00,22.4,70.0,SSE,4.0,1012.0,22.7,68.0,S,20.0,1010.5,37.0,7.0,21.0,5.0,2.0,2.0
752,2016-02-25,17.4,28.3,5.4,WNW,43.0,11:41:00,20.2,92.0,W,19.0,1010.2,25.1,49.0,WSW,30.0,1010.1,10.0,8.0,11.0,3.0,2.0,1.0
753,2016-02-26,14.1,23.3,0.2,WSW,33.0,13:31:00,16.8,82.0,W,15.0,1018.4,21.8,51.0,SSE,17.0,1019.1,18.0,2.0,12.0,3.0,2.0,1.0
754,2016-02-27,16.4,23.4,0.0,S,26.0,17:06:00,18.1,74.0,WSW,6.0,1021.9,21.5,58.0,S,11.0,1020.3,23.0,4.0,13.0,1.0,2.0,1.0
755,2016-02-28,14.4,23.3,0.0,S,35.0,15:06:00,17.9,64.0,W,7.0,1021.6,21.6,58.0,S,19.0,1020.7,23.0,10.0,18.0,2.0,1.0,1.0
756,2016-02-29,16.3,23.1,0.0,SSE,35.0,15:56:00,18.6,64.0,SSE,13.0,1022.6,21.7,61.0,S,22.0,1020.9,12.0,21.0,33.0,6.0,1.0,2.0
757,2016-03-01,15.4,34.4,0.0,WNW,35.0,15:06:00,18.4,95.0,Calm,0.0,1017.6,31.8,31.0,N,13.0,1014.4,19.0,26.0,23.0,9.0,2.0,2.0
758,2016-03-02,14.3,32.8,0.0,S,57.0,17:34:00,20.8,54.0,NW,7.0,1016.6,25.9,50.0,S,33.0,1015.6,45.0,13.0,13.0,3.0,2.0,1.0
759,2016-03-03,15.7,23.2,0.0,S,33.0,15:09:00,18.5,70.0,SSE,17.0,1021.5,21.9,57.0,SSE,17.0,1020.0,26.0,24.0,30.0,7.0,1.0,2.0
760,2016-03-04,14.5,30.9,0.0,S,39.0,16:52:00,19.3,94.0,S,7.0,1018.1,30.3,46.0,SSE,13.0,1013.9,29.0,17.0,20.0,2.0,2.0,1.0
761,2016-03-05,18.5,21.3,0.0,SSW,28.0,01:52:00,20.4,80.0,SW,9.0,1019.9,21.3,71.0,SSE,17.0,1020.6,51.0,46.0,12.0,2.0,2.0,1.0
762,2016-03-06,15.2,24.7,0.0,S,37.0,16:28:00,18.6,92.0,SSE,7.0,1020.8,21.9,69.0,S,22.0,1019.1,23.0,17.0,13.0,3.0,2.0,2.0
763,2016-03-07,17.0,24.3,0.6,S,43.0,10:51:00,19.6,93.0,SW,9.0,1020.2,23.1,66.0,S,24.0,1021.2,16.0,32.0,32.0,5.0,2.0,2.0
764,2016-03-08,18.9,32.7,0.0,SSE,26.0,01:20:00,22.2,92.0,ESE,7.0,1019.1,30.9,51.0,S,13.0,1014.6,34.0,28.0,19.0,6.0,2.0,1.0
765,2016-03-09,20.4,23.1,0.0,NNW,35.0,00:29:00,22.0,92.0,NW,4.0,1016.1,22.7,82.0,S,17.0,1017.1,59.0,11.0,10.0,3.0,2.0,1.0
766,2016-03-10,17.1,19.4,2.2,SSE,22.0,09:49:00,17.4,93.0,SE,6.0,1022.1,18.4,93.0,SE,7.0,1019.8,33.0,8.0,21.0,5.0,2.0,2.0
767,2016-03-11,17.4,26.3,4.2,S,28.0,16:15:00,19.1,81.0,SSW,4.0,1017.5,25.7,68.0,S,17.0,1016.0,21.0,5.0,17.0,2.0,2.0,1.0
768,2016-03-12,19.1,21.7,0.2,S,26.0,15:01:00,19.5,95.0,S,7.0,1020.4,21.3,86.0,SSE,15.0,1020.9,20.0,7.0,16.0,1.0,2.0,1.0
769,2016-03-13,16.9,22.2,0.0,S,24.0,16:06:00,18.7,90.0,SSE,9.0,1021.3,21.7,75.0,S,13.0,1019.4,13.0,6.0,12.0,1.0,2.0,1.0
770,2016-03-14,16.8,21.5,0.0,S,39.0,13:58:00,18.3,76.0,S,9.0,1021.3,19.6,57.0,S,26.0,1021.3,15.0,26.0,15.0,2.0,2.0,1.0
771,2016-03-15,15.0,25.0,0.0,ESE,50.0,13:33:00,19.6,76.0,ESE,20.0,1021.3,23.7,52.0,ESE,26.0,1019.0,23.0,18.0,26.0,6.0,2.0,2.0
772,2016-03-16,15.4,30.5,0.0,SE,28.0,16:04:00,19.4,87.0,SE,6.0,1019.1,28.0,43.0,NE,11.0,1014.9,28.0,26.0,26.0,7.0,1.0,1.0
773,2016-03-17,18.5,34.6,0.0,N,37.0,16:53:00,23.6,56.0,NE,15.0,1011.5,31.3,31.0,N,11.0,1005.4,24.0,14.0,17.0,3.0,2.0,1.0
774,2016-03-18,14.8,19.9,23.6,SW,59.0,14:59:00,14.9,94.0,WNW,17.0,996.2,17.8,59.0,SW,33.0,1002.3,25.0,12.0,15.0,2.0,2.0,1.0
775,2016-03-19,11.6,18.8,0.4,S,37.0,15:36:00,13.3,92.0,WSW,13.0,1014.5,17.3,52.0,SW,17.0,1017.3,23.0,13.0,18.0,3.0,2.0,1.0
776,2016-03-20,11.6,20.3,0.2,SSE,37.0,15:36:00,16.5,60.0,ESE,9.0,1020.9,19.4,54.0,SSE,17.0,1020.2,21.0,14.0,17.0,5.0,2.0,1.0
777,2016-03-21,11.0,21.1,0.0,SSE,35.0,11:48:00,16.6,81.0,SE,7.0,1022.4,20.0,60.0,SSE,20.0,1020.8,19.0,15.0,15.0,7.0,1.0,1.0
778,2016-03-22,10.8,24.4,0.0,S,26.0,16:43:00,15.1,94.0,SSE,6.0,1020.0,22.7,48.0,NNE,9.0,1016.9,19.0,22.0,24.0,8.0,1.0,1.0
779,2016-03-23,12.1,28.7,0.0,S,31.0,18:14:00,16.0,77.0,NW,4.0,1016.0,23.7,43.0,SSE,19.0,1015.5,22.0,15.0,14.0,4.0,2.0,1.0
780,2016-03-24,15.9,19.4,0.0,S,26.0,13:41:00,17.6,92.0,SE,6.0,1021.2,19.1,69.0,SSE,17.0,1019.6,25.0,11.0,16.0,3.0,2.0,1.0
781,2016-03-25,13.6,21.7,0.0,WSW,28.0,09:53:00,15.9,73.0,WSW,11.0,1021.4,19.9,48.0,SSE,15.0,1019.6,26.0,7.0,13.0,2.0,2.0,1.0
782,2016-03-26,14.3,20.3,0.0,W,31.0,13:44:00,15.3,93.0,WNW,11.0,1020.2,19.5,64.0,WSW,19.0,1019.4,13.0,12.0,16.0,1.0,2.0,1.0
783,2016-03-27,12.2,18.4,0.8,S,35.0,12:59:00,14.4,77.0,WSW,7.0,1022.0,17.7,55.0,SSE,20.0,1021.1,20.0,11.0,17.0,2.0,2.0,1.0
784,2016-03-28,13.6,17.7,0.0,SSE,31.0,15:00:00,15.5,53.0,S,6.0,1020.6,17.4,51.0,SSE,17.0,1019.3,22.0,9.0,16.0,2.0,2.0,1.0
785,2016-03-29,14.4,18.3,0.0,SSW,37.0,14:20:00,15.4,64.0,S,15.0,1021.3,17.4,53.0,SE,20.0,1020.6,11.0,10.0,17.0,6.0,2.0,1.0
786,2016-03-30,12.4,19.4,0.0,S,33.0,11:03:00,15.4,61.0,SW,7.0,1021.0,18.9,40.0,SSW,26.0,1020.1,12.0,21.0,16.0,6.0,2.0,1.0
787,2016-03-31,10.4,23.4,0.0,WNW,30.0,10:40:00,15.2,74.0,WNW,9.0,1019.8,21.8,53.0,WNW,11.0,1017.4,12.0,47.0,17.0,9.0,2.0,1.0
788,2016-04-01,13.0,27.1,0.0,N,50.0,12:42:00,16.9,71.0,N,7.0,1014.6,26.3,30.0,NNW,28.0,1009.9,31.0,19.0,16.0,2.0,2.0,1.0
789,2016-04-02,15.1,22.2,0.0,S,39.0,14:05:00,15.2,92.0,SW,13.0,1016.3,20.5,39.0,S,17.0,1019.6,30.0,20.0,16.0,5.0,2.0,1.0
790,2016-04-03,9.6,19.0,0.0,SSE,28.0,14:14:00,12.2,82.0,WNW,7.0,1027.2,18.2,50.0,S,11.0,1025.6,29.0,22.0,18.0,8.0,3.0,1.0
791,2016-04-04,10.0,21.6,0.0,SE,24.0,16:09:00,16.7,64.0,NE,6.0,1023.1,20.4,52.0,ESE,7.0,1017.7,27.0,51.0,20.0,9.0,4.0,1.0
792,2016-04-05,9.9,31.7,0.0,NNW,54.0,13:08:00,21.5,37.0,NNE,11.0,1011.8,30.3,19.0,NW,30.0,1007.9,42.0,9.0,14.0,5.0,2.0,1.0
793,2016-04-06,13.1,17.3,3.2,SW,37.0,16:01:00,13.5,94.0,NW,9.0,1015.1,15.1,92.0,SW,9.0,1016.7,36.0,10.0,14.0,6.0,2.0,1.0
794,2016-04-07,7.9,18.8,2.8,W,31.0,11:30:00,12.6,83.0,WNW,13.0,1025.2,17.8,55.0,WNW,13.0,1023.0,24.0,16.0,15.0,8.0,2.0,1.0
795,2016-04-08,12.5,20.6,0.0,W,24.0,14:24:00,15.1,83.0,NW,11.0,1023.2,19.1,49.0,WNW,13.0,1021.8,27.0,16.0,16.0,5.0,2.0,1.0
796,2016-04-09,12.9,22.7,0.0,NW,31.0,11:18:00,16.4,80.0,NW,9.0,1022.4,21.2,48.0,W,13.0,1019.5,27.0,16.0,17.0,3.0,2.0,1.0
797,2016-04-10,13.9,22.6,0.0,W,46.0,14:13:00,17.4,70.0,WNW,22.0,1019.6,21.7,47.0,W,20.0,1017.1,27.0,16.0,13.0,4.0,2.0,1.0
798,2016-04-11,13.8,20.4,0.0,WSW,31.0,11:11:00,16.2,82.0,W,15.0,1021.5,19.3,67.0,S,19.0,1021.0,27.0,16.0,16.0,4.0,2.0,1.0
799,2016-04-12,12.4,19.8,0.0,SW,31.0,10:07:00,14.7,92.0,SW,9.0,1026.0,18.7,53.0,S,15.0,1023.9,27.0,16.0,17.0,6.0,1.0,1.0
800,2016-04-13,12.5,19.5,1.0,SSE,26.0,16:05:00,16.0,89.0,SSE,6.0,1028.4,18.7,54.0,SSE,13.0,1026.7,27.0,16.0,16.0,9.0,2.0,2.0
801,2016-04-14,11.1,21.9,0.0,S,22.0,16:36:00,16.1,93.0,SSW,2.0,1026.7,20.7,68.0,SE,11.0,1022.8,27.0,23.0,23.0,11.0,2.0,2.0
802,2016-04-15,9.0,28.1,0.0,NW,37.0,14:56:00,15.5,95.0,NNW,4.0,1022.3,26.7,27.0,WNW,19.0,1018.0,27.0,15.0,17.0,6.0,2.0,1.0
803,2016-04-16,12.8,17.5,0.2,S,37.0,15:10:00,15.6,95.0,S,11.0,1022.3,16.3,69.0,S,24.0,1022.5,27.0,14.0,19.0,2.0,2.0,1.0
804,2016-04-17,12.6,18.5,0.4,SSE,37.0,13:02:00,15.4,63.0,S,20.0,1026.1,17.3,68.0,SSE,19.0,1022.5,27.0,28.0,19.0,13.0,3.0,1.0
805,2016-04-18,7.5,23.9,0.0,SSW,28.0,17:11:00,14.1,94.0,NNE,6.0,1020.4,23.3,48.0,SSE,4.0,1016.3,27.0,34.0,22.0,17.0,4.0,3.0
806,2016-04-19,9.4,27.0,0.0,ENE,17.0,15:54:00,16.6,66.0,N,4.0,1019.1,26.6,33.0,E,6.0,1016.8,27.0,39.0,25.0,13.0,3.0,2.0
807,2016-04-20,9.3,30.2,0.0,NNE,22.0,18:32:00,17.6,79.0,NNE,4.0,1021.1,28.9,29.0,NE,11.0,1017.7,27.0,29.0,20.0,11.0,2.0,1.0
808,2016-04-21,17.6,23.3,0.0,W,30.0,12:48:00,22.2,42.0,WNW,9.0,1018.3,17.9,84.0,SW,11.0,1019.1,27.0,13.0,17.0,4.0,2.0,1.0
809,2016-04-22,11.4,17.2,6.4,S,35.0,11:24:00,14.5,66.0,S,20.0,1028.2,15.2,57.0,S,24.0,1027.4,27.0,9.0,16.0,5.0,2.0,1.0
810,2016-04-23,11.9,19.4,0.0,S,30.0,15:36:00,14.7,93.0,WSW,9.0,1030.4,18.1,67.0,S,19.0,1029.4,27.0,12.0,19.0,7.0,2.0,1.0
